,STAG,Ländergruppierungen,Value
6135,2012-12-31,Ostafrika,41843
6136,2013-12-31,Ostafrika,50291
6137,2014-12-31,Ostafrika,71241
6138,2015-12-31,Ostafrika,95967
6139,2016-12-31,Ostafrika,131640
6140,2017-12-31,Ostafrika,145175
6141,2018-12-31,Ostafrika,156155
6142,2019-12-31,Ostafrika,163765
6143,2020-12-31,Ostafrika,168525
6144,2021-12-31,Ostafrika,177955
6145,2022-12-31,Ostafrika,190550
6146,2023-12-31,Ostafrika,202955
6147,2024-12-31,Ostafrika,214640
6148,1967-09-30,Südafrika,0
6149,1968-09-30,Südafrika,0
6150,1969-09-30,Südafrika,0
6151,1970-09-30,Südafrika,0
6152,1971-09-30,Südafrika,0
6153,1972-09-30,Südafrika,0
6154,1973-09-30,Südafrika,0
6155,1974-09-30,Südafrika,0
6156,1975-09-30,Südafrika,0
6157,1976-09-30,Südafrika,0
6158,1977-09-30,Südafrika,0
6159,1978-09-30,Südafrika,0
6160,1979-09-30,Südafrika,0
6161,1980-09-30,Südafrika,0
6162,1981-09-30,Südafrika,0
6163,1982-09-30,Südafrika,0
6164,1983-09-30,Südafrika,0
6165,1984-09-30,Südafrika,0
6166,1985-12-31,Südafrika,0
6167,1986-12-31,Südafrika,0
6168,1987-12-31,Südafrika,0
6169,1988-12-31,Südafrika,0
6170,1989-12-31,Südafrika,0
6171,1990-12-31,Südafrika,0
6172,1991-12-31,Südafrika,15650
6173,1992-12-31,Südafrika,16187
6174,1993-12-31,Südafrika,16758
6175,1994-12-31,Südafrika,16333
6176,1995-12-31,Südafrika,16148
6177,1996-12-31,Südafrika,16451
6178,1997-12-31,Südafrika,16335
6179,1998-12-31,Südafrika,16182
6180,1999-12-31,Südafrika,16718
6181,2000-12-31,Südafrika,17161
6182,2001-12-31,Südafrika,17704
6183,2002-12-31,Südafrika,18599
6184,2003-12-31,Südafrika,18856
6185,2004-12-31,Südafrika,16557
6186,2005-12-31,Südafrika,16504
6187,2006-12-31,Südafrika,16443
6188,2007-12-31,Südafrika,16208
6189,2008-12-31,Südafrika,15690
6190,2009-12-31,Südafrika,15360
6191,2010-12-31,Südafrika,14989
6192,2011-12-31,Südafrika,15112
6193,2012-12-31,Südafrika,15212
6194,2013-12-31,Südafrika,15471
6195,2014-12-31,Südafrika,15205
6196,2015-12-31,Südafrika,15346
6197,2016-12-31,Südafrika,16110
6198,2017-12-31,Südafrika,17010
6199,2018-12-31,Südafrika,18150
6200,2019-12-31,Südafrika,19480
6201,2020-12-31,Südafrika,19970
6202,2021-12-31,Südafrika,20725
6203,2022-12-31,Südafrika,22740
6204,2023-12-31,Südafrika,24935
6205,2024-12-31,Südafrika,26665
6206,1967-09-30,Amerika,65812
6207,1968-09-30,Amerika,68068
6208,1969-09-30,Amerika,69274
6209,1970-09-30,Amerika,77706
6210,1971-09-30,Amerika,90495
6211,1972-09-30,Amerika,86147
6212,1973-09-30,Amerika,97301
6213,1974-09-30,Amerika,101044
6214,1975-09-30,Amerika,103980
6215,1976-09-30,Amerika,102700
6216,1977-09-30,Amerika,103328
6217,1978-09-30,Amerika,102703
6218,1979-09-30,Amerika,106782
6219,1980-09-30,Amerika,113354
6220,1981-09-30,Amerika,118052
6221,1982-09-30,Amerika,120190
6222,1983-09-30,Amerika,120342
6223,1984-09-30,Amerika,122270
6224,1985-12-31,Amerika,127046
6225,1986-12-31,Amerika,131192
6226,1987-12-31,Amerika,134021
6227,1988-12-31,Amerika,120680
6228,1989-12-31,Amerika,132233
6229,1990-12-31,Amerika,144631
6230,1991-12-31,Amerika,160494
6231,1992-12-31,Amerika,168689
6232,1993-12-31,Amerika,176411
6233,1994-12-31,Amerika,179615
6234,1995-12-31,Amerika,182952
6235,1996-12-31,Amerika,189523
6236,1997-12-31,Amerika,194313
6237,1998-12-31,Amerika,199256
6238,1999-12-31,Amerika,205313
6239,2000-12-31,Amerika,213231
6240,2001-12-31,Amerika,218835
6241,2002-12-31,Amerika,223812
6242,2003-12-31,Amerika,228439
6243,2004-12-31,Amerika,202887
6244,2005-12-31,Amerika,208167
6245,2006-12-31,Amerika,213039
6246,2007-12-31,Amerika,215639
6247,2008-12-31,Amerika,216263
6248,2009-12-31,Amerika,215095
6249,2010-12-31,Amerika,215194
6250,2011-12-31,Amerika,223661
6251,2012-12-31,Amerika,232148
6252,2013-12-31,Amerika,239044
6253,2014-12-31,Amerika,245674
6254,2015-12-31,Amerika,251829
6255,2016-12-31,Amerika,259840
6256,2017-12-31,Amerika,271425
6257,2018-12-31,Amerika,283585
6258,2019-12-31,Amerika,296710
6259,2020-12-31,Amerika,294280
6260,2021-12-31,Amerika,306065
6261,2022-12-31,Amerika,328150
6262,2023-12-31,Amerika,348075
6263,2024-12-31,Amerika,355400
6264,1967-09-30,Nordamerika,52732
6265,1968-09-30,Nordamerika,55428
6266,1969-09-30,Nordamerika,55998
6267,1970-09-30,Nordamerika,62440
6268,1971-09-30,Nordamerika,72901
6269,1972-09-30,Nordamerika,69161
6270,1973-09-30,Nordamerika,78390
6271,1974-09-30,Nordamerika,80207
6272,1975-09-30,Nordamerika,82059
6273,1976-09-30,Nordamerika,80429
6274,1977-09-30,Nordamerika,80248
6275,1978-09-30,Nordamerika,78700
6276,1979-09-30,Nordamerika,81414
6277,1980-09-30,Nordamerika,85188
6278,1981-09-30,Nordamerika,87414
6279,1982-09-30,Nordamerika,88063
6280,1983-09-30,Nordamerika,87813
6281,1984-09-30,Nordamerika,89706
6282,1985-12-31,Nordamerika,93865
6283,1986-12-31,Nordamerika,96661
6284,1987-12-31,Nordamerika,97698
6285,1988-12-31,Nordamerika,87017
6286,1989-12-31,Nordamerika,93728
6287,1990-12-31,Nordamerika,101211
6288,1991-12-31,Nordamerika,108880
6289,1992-12-31,Nordamerika,113952
6290,1993-12-31,Nordamerika,117907
6291,1994-12-31,Nordamerika,118561
6292,1995-12-31,Nordamerika,118867
6293,1996-12-31,Nordamerika,120424
6294,1997-12-31,Nordamerika,121224
6295,1998-12-31,Nordamerika,122083
6296,1999-12-31,Nordamerika,123576
6297,2000-12-31,Nordamerika,125671
6298,2001-12-31,Nordamerika,126174
6299,2002-12-31,Nordamerika,126103
6300,2003-12-31,Nordamerika,126666
6301,2004-12-31,Nordamerika,109127
6302,2005-12-31,Nordamerika,110793
6303,2006-12-31,Nordamerika,112437
6304,2007-12-31,Nordamerika,113252
6305,2008-12-31,Nordamerika,113392
6306,2009-12-31,Nordamerika,111464
6307,2010-12-31,Nordamerika,111001
6308,2011-12-31,Nordamerika,115579
6309,2012-12-31,Nordamerika,119749
6310,2013-12-31,Nordamerika,122968
6311,2014-12-31,Nordamerika,124595
6312,2015-12-31,Nordamerika,127862
6313,2016-12-31,Nordamerika,131030
6314,2017-12-31,Nordamerika,135235
6315,2018-12-31,Nordamerika,137780
6316,2019-12-31,Nordamerika,140265
6317,2020-12-31,Nordamerika,135635
6318,2021-12-31,Nordamerika,137785
6319,2022-12-31,Nordamerika,140600
6320,2023-12-31,Nordamerika,142310
6321,2024-12-31,Nordamerika,140330
6322,1967-09-30,Mittelamerika und Karibik,0
6323,1968-09-30,Mittelamerika und Karibik,0
6324,1969-09-30,Mittelamerika und Karibik,0
6325,1970-09-30,Mittelamerika und Karibik,0
6326,1971-09-30,Mittelamerika und Karibik,0
6327,1972-09-30,Mittelamerika und Karibik,0
6328,1973-09-30,Mittelamerika und Karibik,0
6329,1974-09-30,Mittelamerika und Karibik,0
6330,1975-09-30,Mittelamerika und Karibik,0
6331,1976-09-30,Mittelamerika und Karibik,0
6332,1977-09-30,Mittelamerika und Karibik,0
6333,1978-09-30,Mittelamerika und Karibik,0
6334,1979-09-30,Mittelamerika und Karibik,0
6335,1980-09-30,Mittelamerika und Karibik,0
6336,1981-09-30,Mittelamerika und Karibik,0
6337,1982-09-30,Mittelamerika und Karibik,0
6338,1983-09-30,Mittelamerika und Karibik,0
6339,1984-09-30,Mittelamerika und Karibik,0
6340,1985-12-31,Mittelamerika und Karibik,0
6341,1986-12-31,Mittelamerika und Karibik,0
6342,1987-12-31,Mittelamerika und Karibik,0
6343,1988-12-31,Mittelamerika und Karibik,0
6344,1989-12-31,Mittelamerika und Karibik,0
6345,1990-12-31,Mittelamerika und Karibik,0
6346,1991-12-31,Mittelamerika und Karibik,12819
6347,1992-12-31,Mittelamerika und Karibik,13494
6348,1993-12-31,Mittelamerika und Karibik,14452
6349,1994-12-31,Mittelamerika und Karibik,15343
6350,1995-12-31,Mittelamerika und Karibik,16456
6351,1996-12-31,Mittelamerika und Karibik,18171
6352,1997-12-31,Mittelamerika und Karibik,19719
6353,1998-12-31,Mittelamerika und Karibik,21264
6354,1999-12-31,Mittelamerika und Karibik,22864
6355,2000-12-31,Mittelamerika und Karibik,24687
6356,2001-12-31,Mittelamerika und Karibik,26139
6357,2002-12-31,Mittelamerika und Karibik,27557
6358,2003-12-31,Mittelamerika und Karibik,28799
6359,2004-12-31,Mittelamerika und Karibik,27301
6360,2005-12-31,Mittelamerika und Karibik,28311
6361,2006-12-31,Mittelamerika und Karibik,29413
6362,2007-12-31,Mittelamerika und Karibik,29934
6363,2008-12-31,Mittelamerika und Karibik,30028
6364,2009-12-31,Mittelamerika und Karibik,30081
6365,2010-12-31,Mittelamerika und Karibik,30461
6366,2011-12-31,Mittelamerika und Karibik,31849
6367,2012-12-31,Mittelamerika und Karibik,33312
6368,2013-12-31,Mittelamerika und Karibik,34575
6369,2014-12-31,Mittelamerika und Karibik,36369
6370,2015-12-31,Mittelamerika und Karibik,37024
6371,2016-12-31,Mittelamerika und Karibik,38195
6372,2017-12-31,Mittelamerika und Karibik,39435
6373,2018-12-31,Mittelamerika und Karibik,41420
6374,2019-12-31,Mittelamerika und Karibik,43330
6375,2020-12-31,Mittelamerika und Karibik,43175
6376,2021-12-31,Mittelamerika und Karibik,45845
6377,2022-12-31,Mittelamerika und Karibik,50305
6378,2023-12-31,Mittelamerika und Karibik,53645
6379,2024-12-31,Mittelamerika und Karibik,54175
6380,1967-09-30,Südamerika,0
6381,1968-09-30,Südamerika,0
6382,1969-09-30,Südamerika,0
6383,1970-09-30,Südamerika,0
6384,1971-09-30,Südamerika,0
6385,1972-09-30,Südamerika,0
6386,1973-09-30,Südamerika,0
6387,1974-09-30,Südamerika,0
6388,1975-09-30,Südamerika,0
6389,1976-09-30,Südamerika,0
6390,1977-09-30,Südamerika,0
6391,1978-09-30,Südamerika,0
6392,1979-09-30,Südamerika,0
6393,1980-09-30,Südamerika,0
6394,1981-09-30,Südamerika,0
6395,1982-09-30,Südamerika,0
6396,1983-09-30,Südamerika,0
6397,1984-09-30,Südamerika,0
6398,1985-12-31,Südamerika,0
6399,1986-12-31,Südamerika,0
6400,1987-12-31,Südamerika,0
6401,1988-12-31,Südamerika,0
6402,1989-12-31,Südamerika,0
6403,1990-12-31,Südamerika,0
6404,1991-12-31,Südamerika,38795
6405,1992-12-31,Südamerika,41243
6406,1993-12-31,Südamerika,44052
6407,1994-12-31,Südamerika,45711
6408,1995-12-31,Südamerika,47629
6409,1996-12-31,Südamerika,50928
6410,1997-12-31,Südamerika,53370
6411,1998-12-31,Südamerika,55909
6412,1999-12-31,Südamerika,58873
6413,2000-12-31,Südamerika,62873
6414,2001-12-31,Südamerika,66522
6415,2002-12-31,Südamerika,70152
6416,2003-12-31,Südamerika,72974
6417,2004-12-31,Südamerika,66459
6418,2005-12-31,Südamerika,69063
6419,2006-12-31,Südamerika,71189
6420,2007-12-31,Südamerika,72453
6421,2008-12-31,Südamerika,72843
6422,2009-12-31,Südamerika,73550
6423,2010-12-31,Südamerika,73732
6424,2011-12-31,Südamerika,76233
6425,2012-12-31,Südamerika,79087
6426,2013-12-31,Südamerika,81501
6427,2014-12-31,Südamerika,84710
6428,2015-12-31,Südamerika,86943
6429,2016-12-31,Südamerika,90620
6430,2017-12-31,Südamerika,96750
6431,2018-12-31,Südamerika,104385
6432,2019-12-31,Südamerika,113120
6433,2020-12-31,Südamerika,115470
6434,2021-12-31,Südamerika,122435
6435,2022-12-31,Südamerika,137245
6436,2023-12-31,Südamerika,152125
6437,2024-12-31,Südamerika,160895
6438,1967-09-30,Asien,62726
6439,1968-09-30,Asien,61289
6440,1969-09-30,Asien,64564
6441,1970-09-30,Asien,74092
6442,1971-09-30,Asien,90031
6443,1972-09-30,Asien,90325
6444,1973-09-30,Asien,102849
6445,1974-09-30,Asien,113865
6446,1975-09-30,Asien,121288
6447,1976-09-30,Asien,124928
6448,1977-09-30,Asien,131220
6449,1978-09-30,Asien,147813
6450,1979-09-30,Asien,170284
6451,1980-09-30,Asien,219710
6452,1981-09-30,Asien,242016
6453,1982-09-30,Asien,254511
6454,1983-09-30,Asien,241914
6455,1984-09-30,Asien,247288
6456,1985-12-31,Asien,295459
6457,1986-12-31,Asien,348035
6458,1987-12-31,Asien,357447
6459,1988-12-31,Asien,330184
6460,1989-12-31,Asien,386444
6461,1990-12-31,Asien,472245
6462,1991-12-31,Asien,553056
6463,1992-12-31,Asien,596427
6464,1993-12-31,Asien,644364
6465,1994-12-31,Asien,662130
6466,1995-12-31,Asien,702677
6467,1996-12-31,Asien,743150
6468,1997-12-31,Asien,780642
6469,1998-12-31,Asien,795844
6470,1999-12-31,Asien,822682
6471,2000-12-31,Asien,840853
6472,2001-12-31,Asien,875376
6473,2002-12-31,Asien,898885
6474,2003-12-31,Asien,908849
6475,2004-12-31,Asien,823279
6476,2005-12-31,Asien,823228
6477,2006-12-31,Asien,816594
6478,2007-12-31,Asien,809933
6479,2008-12-31,Asien,808624
6480,2009-12-31,Asien,812321
6481,2010-12-31,Asien,821578
6482,2011-12-31,Asien,852290
6483,2012-12-31,Asien,896931
6484,2013-12-31,Asien,957950
6485,2014-12-31,Asien,1075035
6486,2015-12-31,Asien,1499178
6487,2016-12-31,Asien,2077330
6488,2017-12-31,Asien,2184410
6489,2018-12-31,Asien,2297970
6490,2019-12-31,Asien,2408320
6491,2020-12-31,Asien,2457535
6492,2021-12-31,Asien,2620845
6493,2022-12-31,Asien,2879035
6494,2023-12-31,Asien,3066670
6495,2024-12-31,Asien,3152675
6496,1967-09-30,Vorderasien,0
6497,1968-09-30,Vorderasien,0
6498,1969-09-30,Vorderasien,0
6499,1970-09-30,Vorderasien,0
6500,1971-09-30,Vorderasien,0
6501,1972-09-30,Vorderasien,0
6502,1973-09-30,Vorderasien,0
6503,1974-09-30,Vorderasien,0
6504,1975-09-30,Vorderasien,0
6505,1976-09-30,Vorderasien,0
6506,1977-09-30,Vorderasien,0
6507,1978-09-30,Vorderasien,0
6508,1979-09-30,Vorderasien,0
6509,1980-09-30,Vorderasien,0
6510,1981-09-30,Vorderasien,0
6511,1982-09-30,Vorderasien,0
6512,1983-09-30,Vorderasien,0
6513,1984-09-30,Vorderasien,0
6514,1985-12-31,Vorderasien,0
6515,1986-12-31,Vorderasien,0
6516,1987-12-31,Vorderasien,0
6517,1988-12-31,Vorderasien,0
6518,1989-12-31,Vorderasien,0
6519,1990-12-31,Vorderasien,0
6520,1991-12-31,Vorderasien,197899
6521,1992-12-31,Vorderasien,204885
6522,1993-12-31,Vorderasien,218710
6523,1994-12-31,Vorderasien,222970
6524,1995-12-31,Vorderasien,237670
6525,1996-12-31,Vorderasien,259397
6526,1997-12-31,Vorderasien,368239
6527,1998-12-31,Vorderasien,287914
6528,1999-12-31,Vorderasien,299987
6529,2000-12-31,Vorderasien,301732
6530,2001-12-31,Vorderasien,310463
6531,2002-12-31,Vorderasien,311838
6532,2003-12-31,Vorderasien,308222
6533,2004-12-31,Vorderasien,274263
6534,2005-12-31,Vorderasien,268762
6535,2006-12-31,Vorderasien,262320
6536,2007-12-31,Vorderasien,257003
6537,2008-12-31,Vorderasien,255673
6538,2009-12-31,Vorderasien,259348
6539,2010-12-31,Vorderasien,262079
6540,2011-12-31,Vorderasien,270608
6541,2012-12-31,Vorderasien,287998
6542,2013-12-31,Vorderasien,317065
6543,2014-12-31,Vorderasien,394875
6544,2015-12-31,Vorderasien,717079
6545,2016-12-31,Vorderasien,1125465
6546,2017-12-31,Vorderasien,1206365
6547,2018-12-31,Vorderasien,1278820
6548,2019-12-31,Vorderasien,1340145
6549,2020-12-31,Vorderasien,1374825
6550,2021-12-31,Vorderasien,1456790
6551,2022-12-31,Vorderasien,1565020
6552,2023-12-31,Vorderasien,1634305
6553,2024-12-31,Vorderasien,1629230
6554,1967-09-30,Süd- und Südostasien,0
6555,1968-09-30,Süd- und Südostasien,0
6556,1969-09-30,Süd- und Südostasien,0
6557,1970-09-30,Süd- und Südostasien,0
6558,1971-09-30,Süd- und Südostasien,0
6559,1972-09-30,Süd- und Südostasien,0
6560,1973-09-30,Süd- und Südostasien,0
6561,1974-09-30,Süd- und Südostasien,0
6562,1975-09-30,Süd- und Südostasien,0
6563,1976-09-30,Süd- und Südostasien,0
6564,1977-09-30,Süd- und Südostasien,0
6565,1978-09-30,Süd- und Südostasien,0
6566,1979-09-30,Süd- und Südostasien,0
6567,1980-09-30,Süd- und Südostasien,0
6568,1981-09-30,Süd- und Südostasien,0
6569,1982-09-30,Süd- und Südostasien,0
6570,1983-09-30,Süd- und Südostasien,0
6571,1984-09-30,Süd- und Südostasien,0
6572,1985-12-31,Süd- und Südostasien,0
6573,1986-12-31,Süd- und Südostasien,0
6574,1987-12-31,Süd- und Südostasien,0
6575,1988-12-31,Süd- und Südostasien,0
6576,1989-12-31,Süd- und Südostasien,0
6577,1990-12-31,Süd- und Südostasien,0
6578,1991-12-31,Süd- und Südostasien,243364
6579,1992-12-31,Süd- und Südostasien,268285
6580,1993-12-31,Süd- und Südostasien,288304
6581,1994-12-31,Süd- und Südostasien,291545
6582,1995-12-31,Süd- und Südostasien,300882
6583,1996-12-31,Süd- und Südostasien,304027
6584,1997-12-31,Süd- und Südostasien,217771
6585,1998-12-31,Süd- und Südostasien,301008
6586,1999-12-31,Süd- und Südostasien,299294
6587,2000-12-31,Süd- und Südostasien,296220
6588,2001-12-31,Süd- und Südostasien,299348
6589,2002-12-31,Süd- und Südostasien,304622
6590,2003-12-31,Süd- und Südostasien,309373
6591,2004-12-31,Süd- und Südostasien,282250
6592,2005-12-31,Süd- und Südostasien,284191
6593,2006-12-31,Süd- und Südostasien,285048
6594,2007-12-31,Süd- und Südostasien,284811
6595,2008-12-31,Süd- und Südostasien,286923
6596,2009-12-31,Süd- und Südostasien,288587
6597,2010-12-31,Süd- und Südostasien,292664
6598,2011-12-31,Süd- und Südostasien,302433
6599,2012-12-31,Süd- und Südostasien,315989
6600,2013-12-31,Süd- und Südostasien,333393
6601,2014-12-31,Süd- und Südostasien,352393
6602,2015-12-31,Süd- und Südostasien,384957
6603,2016-12-31,Süd- und Südostasien,416615
6604,2017-12-31,Süd- und Südostasien,432710
6605,2018-12-31,Süd- und Südostasien,457215
6606,2019-12-31,Süd- und Südostasien,488735
6607,2020-12-31,Süd- und Südostasien,502955
6608,2021-12-31,Süd- und Südostasien,541190
6609,2022-12-31,Süd- und Südostasien,606575
6610,2023-12-31,Süd- und Südostasien,668990
6611,2024-12-31,Süd- und Südostasien,726555
6612,1967-09-30,Ost- und Zentralasien,0
6613,1968-09-30,Ost- und Zentralasien,0
6614,1969-09-30,Ost- und Zentralasien,0
6615,1970-09-30,Ost- und Zentralasien,0
6616,1971-09-30,Ost- und Zentralasien,0
6617,1972-09-30,Ost- und Zentralasien,0
6618,1973-09-30,Ost- und Zentralasien,0
6619,1974-09-30,Ost- und Zentralasien,0
6620,1975-09-30,Ost- und Zentralasien,0
6621,1976-09-30,Ost- und Zentralasien,0
6622,1977-09-30,Ost- und Zentralasien,0
6623,1978-09-30,Ost- und Zentralasien,0
6624,1979-09-30,Ost- und Zentralasien,0
6625,1980-09-30,Ost- und Zentralasien,0
6626,1981-09-30,Ost- und Zentralasien,0
6627,1982-09-30,Ost- und Zentralasien,0
6628,1983-09-30,Ost- und Zentralasien,0
6629,1984-09-30,Ost- und Zentralasien,0
6630,1985-12-31,Ost- und Zentralasien,0
6631,1986-12-31,Ost- und Zentralasien,0
6632,1987-12-31,Ost- und Zentralasien,0
6633,1988-12-31,Ost- und Zentralasien,0
6634,1989-12-31,Ost- und Zentralasien,0
6635,1990-12-31,Ost- und Zentralasien,0
6636,1991-12-31,Ost- und Zentralasien,111793
6637,1992-12-31,Ost- und Zentralasien,123257
6638,1993-12-31,Ost- und Zentralasien,137350
6639,1994-12-31,Ost- und Zentralasien,147615
6640,1995-12-31,Ost- und Zentralasien,164125
6641,1996-12-31,Ost- und Zentralasien,179726
6642,1997-12-31,Ost- und Zentralasien,194632
6643,1998-12-31,Ost- und Zentralasien,206922
6644,1999-12-31,Ost- und Zentralasien,223401
6645,2000-12-31,Ost- und Zentralasien,242901
6646,2001-12-31,Ost- und Zentralasien,265565
6647,2002-12-31,Ost- und Zentralasien,282425
6648,2003-12-31,Ost- und Zentralasien,291254
6649,2004-12-31,Ost- und Zentralasien,266766
6650,2005-12-31,Ost- und Zentralasien,270275
6651,2006-12-31,Ost- und Zentralasien,269226
6652,2007-12-31,Ost- und Zentralasien,268119
6653,2008-12-31,Ost- und Zentralasien,266028
6654,2009-12-31,Ost- und Zentralasien,264386
6655,2010-12-31,Ost- und Zentralasien,266835
6656,2011-12-31,Ost- und Zentralasien,279249
6657,2012-12-31,Ost- und Zentralasien,292944
6658,2013-12-31,Ost- und Zentralasien,307492
6659,2014-12-31,Ost- und Zentralasien,327767
6660,2015-12-31,Ost- und Zentralasien,397142
6661,2016-12-31,Ost- und Zentralasien,535245
6662,2017-12-31,Ost- und Zentralasien,545340
6663,2018-12-31,Ost- und Zentralasien,561930
6664,2019-12-31,Ost- und Zentralasien,579440
6665,2020-12-31,Ost- und Zentralasien,579755
6666,2021-12-31,Ost- und Zentralasien,622870
6667,2022-12-31,Ost- und Zentralasien,707440
6668,2023-12-31,Ost- und Zentralasien,763375
6669,2024-12-31,Ost- und Zentralasien,796895
6670,1967-09-30,Australien und Ozeanien,3212
6671,1968-09-30,Australien und Ozeanien,3205
6672,1969-09-30,Australien und Ozeanien,3843
6673,1970-09-30,Australien und Ozeanien,4689
6674,1971-09-30,Australien und Ozeanien,5717
6675,1972-09-30,Australien und Ozeanien,5852
6676,1973-09-30,Australien und Ozeanien,6665
6677,1974-09-30,Australien und Ozeanien,6742
6678,1975-09-30,Australien und Ozeanien,6735
6679,1976-09-30,Australien und Ozeanien,6442
6680,1977-09-30,Australien und Ozeanien,6197
6681,1978-09-30,Australien und Ozeanien,6089
6682,1979-09-30,Australien und Ozeanien,6292
6683,1980-09-30,Australien und Ozeanien,6654
6684,1981-09-30,Australien und Ozeanien,6687
6685,1982-09-30,Australien und Ozeanien,6551
6686,1983-09-30,Australien und Ozeanien,6233
6687,1984-09-30,Australien und Ozeanien,6209
6688,1985-12-31,Australien und Ozeanien,6308
6689,1986-12-31,Australien und Ozeanien,6358
6690,1987-12-31,Australien und Ozeanien,6324
6691,1988-12-31,Australien und Ozeanien,5653
6692,1989-12-31,Australien und Ozeanien,6164
6693,1990-12-31,Australien und Ozeanien,7079
6694,1991-12-31,Australien und Ozeanien,7962
6695,1992-12-31,Australien und Ozeanien,8401
6696,1993-12-31,Australien und Ozeanien,8732
6697,1994-12-31,Australien und Ozeanien,8896
6698,1995-12-31,Australien und Ozeanien,9163
6699,1996-12-31,Australien und Ozeanien,9356
6700,1997-12-31,Australien und Ozeanien,9601
6701,1998-12-31,Australien und Ozeanien,9906
6702,1999-12-31,Australien und Ozeanien,10013
6703,2000-12-31,Australien und Ozeanien,10389
6704,2001-12-31,Australien und Ozeanien,11183
6705,2002-12-31,Australien und Ozeanien,11836
6706,2003-12-31,Australien und Ozeanien,12129
6707,2004-12-31,Australien und Ozeanien,9792
6708,2005-12-31,Australien und Ozeanien,10150
6709,2006-12-31,Australien und Ozeanien,10827
6710,2007-12-31,Australien und Ozeanien,11110
6711,2008-12-31,Australien und Ozeanien,11205
6712,2009-12-31,Australien und Ozeanien,11392
6713,2010-12-31,Australien und Ozeanien,11892
6714,2011-12-31,Australien und Ozeanien,13073
6715,2012-12-31,Australien und Ozeanien,13825
6716,2013-12-31,Australien und Ozeanien,14311
6717,2014-12-31,Australien und Ozeanien,14767
6718,2015-12-31,Australien und Ozeanien,15812
6719,2016-12-31,Australien und Ozeanien,16805
6720,2017-12-31,Australien und Ozeanien,17360
6721,2018-12-31,Australien und Ozeanien,17795
6722,2019-12-31,Australien und Ozeanien,18345
6723,2020-12-31,Australien und Ozeanien,17425
6724,2021-12-31,Australien und Ozeanien,17050
6725,2022-12-31,Australien und Ozeanien,17205
6726,2023-12-31,Australien und Ozeanien,17670
6727,2024-12-31,Australien und Ozeanien,17555
6728,1967-09-30,Gastarbeiterländer,1135848
6729,1968-09-30,Gastarbeiterländer,1251810
6730,1969-09-30,Gastarbeiterländer,1696463
6731,1970-09-30,Gastarbeiterländer,2219153
6732,1971-09-30,Gastarbeiterländer,2605038
6733,1972-09-30,Gastarbeiterländer,2676459
6734,1973-09-30,Gastarbeiterländer,3087920
6735,1974-09-30,Gastarbeiterländer,3207279
6736,1975-09-30,Gastarbeiterländer,3155238
6737,1976-09-30,Gastarbeiterländer,3017798
6738,1977-09-30,Gastarbeiterländer,3005267
6739,1978-09-30,Gastarbeiterländer,3000346
6740,1979-09-30,Gastarbeiterländer,3124832
6741,1980-09-30,Gastarbeiterländer,3360395
6742,1981-09-30,Gastarbeiterländer,3457261
6743,1982-09-30,Gastarbeiterländer,3462118
6744,1983-09-30,Gastarbeiterländer,3357423
6745,1984-09-30,Gastarbeiterländer,3168937
6746,1985-12-31,Gastarbeiterländer,3106012
6747,1986-12-31,Gastarbeiterländer,3145255
6748,1987-12-31,Gastarbeiterländer,3209667
6749,1988-12-31,Gastarbeiterländer,3157367
6750,1989-12-31,Gastarbeiterländer,3324312
6751,1990-12-31,Gastarbeiterländer,3546671
6752,1991-12-31,Gastarbeiterländer,3782226
6753,1992-12-31,Gastarbeiterländer,4117730
6754,1993-12-31,Gastarbeiterländer,4421928
6755,1994-12-31,Gastarbeiterländer,4551682
6756,1995-12-31,Gastarbeiterländer,4675900
6757,1996-12-31,Gastarbeiterländer,4736295
6758,1997-12-31,Gastarbeiterländer,4721350
6759,1998-12-31,Gastarbeiterländer,4639862
6760,1999-12-31,Gastarbeiterländer,4588960
6761,2000-12-31,Gastarbeiterländer,4456854
6762,2001-12-31,Gastarbeiterländer,4377541
6763,2002-12-31,Gastarbeiterländer,4309381
6764,2003-12-31,Gastarbeiterländer,4249181
6765,2004-12-31,Gastarbeiterländer,3923575
6766,2005-12-31,Gastarbeiterländer,3895527
6767,2006-12-31,Gastarbeiterländer,3842176
6768,2007-12-31,Gastarbeiterländer,3786592
6769,2008-12-31,Gastarbeiterländer,3733632
6770,2009-12-31,Gastarbeiterländer,3673845
6771,2010-12-31,Gastarbeiterländer,3644580
6772,2011-12-31,Gastarbeiterländer,3636875
6773,2012-12-31,Gastarbeiterländer,3660651
6774,2013-12-31,Gastarbeiterländer,3736515
6775,2014-12-31,Gastarbeiterländer,3829640
6776,2015-12-31,Gastarbeiterländer,3948604
6777,2016-12-31,Gastarbeiterländer,3996865
6778,2017-12-31,Gastarbeiterländer,4113290
6779,2018-12-31,Gastarbeiterländer,4157195
6780,2019-12-31,Gastarbeiterländer,4221395
6781,2020-12-31,Gastarbeiterländer,4259655
6782,2021-12-31,Gastarbeiterländer,4324895
6783,2022-12-31,Gastarbeiterländer,4427910
6784,2023-12-31,Gastarbeiterländer,4545970
6785,2024-12-31,Gastarbeiterländer,4550980
6786,1967-09-30,Gebiet des ehemaligen Jugoslawien,140553
6787,1968-09-30,Gebiet des ehemaligen Jugoslawien,169130
6788,1969-09-30,Gebiet des ehemaligen Jugoslawien,331576
