,STAG,Ländergruppierungen,Value
6789,1970-09-30,Gebiet des ehemaligen Jugoslawien,514476
6790,1971-09-30,Gebiet des ehemaligen Jugoslawien,594284
6791,1972-09-30,Gebiet des ehemaligen Jugoslawien,608646
6792,1973-09-30,Gebiet des ehemaligen Jugoslawien,701588
6793,1974-09-30,Gebiet des ehemaligen Jugoslawien,707771
6794,1975-09-30,Gebiet des ehemaligen Jugoslawien,677863
6795,1976-09-30,Gebiet des ehemaligen Jugoslawien,640380
6796,1977-09-30,Gebiet des ehemaligen Jugoslawien,630027
6797,1978-09-30,Gebiet des ehemaligen Jugoslawien,610184
6798,1979-09-30,Gebiet des ehemaligen Jugoslawien,620649
6799,1980-09-30,Gebiet des ehemaligen Jugoslawien,631842
6800,1981-09-30,Gebiet des ehemaligen Jugoslawien,637307
6801,1982-09-30,Gebiet des ehemaligen Jugoslawien,631692
6802,1983-09-30,Gebiet des ehemaligen Jugoslawien,612798
6803,1984-09-30,Gebiet des ehemaligen Jugoslawien,600314
6804,1985-12-31,Gebiet des ehemaligen Jugoslawien,591001
6805,1986-12-31,Gebiet des ehemaligen Jugoslawien,591196
6806,1987-12-31,Gebiet des ehemaligen Jugoslawien,597615
6807,1988-12-31,Gebiet des ehemaligen Jugoslawien,579073
6808,1989-12-31,Gebiet des ehemaligen Jugoslawien,610499
6809,1990-12-31,Gebiet des ehemaligen Jugoslawien,662691
6810,1991-12-31,Gebiet des ehemaligen Jugoslawien,775082
6811,1992-12-31,Gebiet des ehemaligen Jugoslawien,1018056
6812,1993-12-31,Gebiet des ehemaligen Jugoslawien,1238953
6813,1994-12-31,Gebiet des ehemaligen Jugoslawien,1298960
6814,1995-12-31,Gebiet des ehemaligen Jugoslawien,1350212
6815,1996-12-31,Gebiet des ehemaligen Jugoslawien,1353306
6816,1997-12-31,Gebiet des ehemaligen Jugoslawien,1269606
6817,1998-12-31,Gebiet des ehemaligen Jugoslawien,1183081
6818,1999-12-31,Gebiet des ehemaligen Jugoslawien,1186916
6819,2000-12-31,Gebiet des ehemaligen Jugoslawien,1106223
6820,2001-12-31,Gebiet des ehemaligen Jugoslawien,1085765
6821,2002-12-31,Gebiet des ehemaligen Jugoslawien,1065086
6822,2003-12-31,Gebiet des ehemaligen Jugoslawien,1054705
6823,2004-12-31,Gebiet des ehemaligen Jugoslawien,974612
6824,2005-12-31,Gebiet des ehemaligen Jugoslawien,963000
6825,2006-12-31,Gebiet des ehemaligen Jugoslawien,949937
6826,2007-12-31,Gebiet des ehemaligen Jugoslawien,937762
6827,2008-12-31,Gebiet des ehemaligen Jugoslawien,925605
6828,2009-12-31,Gebiet des ehemaligen Jugoslawien,915200
6829,2010-12-31,Gebiet des ehemaligen Jugoslawien,915734
6830,2011-12-31,Gebiet des ehemaligen Jugoslawien,913501
6831,2012-12-31,Gebiet des ehemaligen Jugoslawien,928435
6832,2013-12-31,Gebiet des ehemaligen Jugoslawien,963056
6833,2014-12-31,Gebiet des ehemaligen Jugoslawien,1025518
6834,2015-12-31,Gebiet des ehemaligen Jugoslawien,1113761
6835,2016-12-31,Gebiet des ehemaligen Jugoslawien,1135960
6836,2017-12-31,Gebiet des ehemaligen Jugoslawien,1189885
6837,2018-12-31,Gebiet des ehemaligen Jugoslawien,1247375
6838,2019-12-31,Gebiet des ehemaligen Jugoslawien,1307250
6839,2020-12-31,Gebiet des ehemaligen Jugoslawien,1346765
6840,2021-12-31,Gebiet des ehemaligen Jugoslawien,1402635
6841,2022-12-31,Gebiet des ehemaligen Jugoslawien,1458270
6842,2023-12-31,Gebiet des ehemaligen Jugoslawien,1502840
6843,2024-12-31,Gebiet des ehemaligen Jugoslawien,1512865
6844,1967-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6845,1968-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6846,1969-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6847,1970-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6848,1971-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6849,1972-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6850,1973-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6851,1974-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6852,1975-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6853,1976-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6854,1977-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6855,1978-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6856,1979-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6857,1980-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6858,1981-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6859,1982-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6860,1983-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6861,1984-09-30,Gebiet des ehemaligen Serbien und Montenegro,0
6862,1985-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6863,1986-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6864,1987-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6865,1988-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6866,1989-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6867,1990-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6868,1991-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6869,1992-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6870,1993-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6871,1994-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6872,1995-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6873,1996-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6874,1997-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6875,1998-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6876,1999-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6877,2000-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6878,2001-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6879,2002-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6880,2003-12-31,Gebiet des ehemaligen Serbien und Montenegro,0
6881,2004-12-31,Gebiet des ehemaligen Serbien und Montenegro,125765
6882,2005-12-31,Gebiet des ehemaligen Serbien und Montenegro,297004
6883,2006-12-31,Gebiet des ehemaligen Serbien und Montenegro,316823
6884,2007-12-31,Gebiet des ehemaligen Serbien und Montenegro,330608
6885,2008-12-31,Gebiet des ehemaligen Serbien und Montenegro,352045
6886,2009-12-31,Gebiet des ehemaligen Serbien und Montenegro,382083
6887,2010-12-31,Gebiet des ehemaligen Serbien und Montenegro,393788
6888,2011-12-31,Gebiet des ehemaligen Serbien und Montenegro,404690
6889,2012-12-31,Gebiet des ehemaligen Serbien und Montenegro,415881
6890,2013-12-31,Gebiet des ehemaligen Serbien und Montenegro,429336
6891,2014-12-31,Gebiet des ehemaligen Serbien und Montenegro,456107
6892,2015-12-31,Gebiet des ehemaligen Serbien und Montenegro,491598
6893,2016-12-31,Gebiet des ehemaligen Serbien und Montenegro,475305
6894,2017-12-31,Gebiet des ehemaligen Serbien und Montenegro,481825
6895,2018-12-31,Gebiet des ehemaligen Serbien und Montenegro,496540
6896,2019-12-31,Gebiet des ehemaligen Serbien und Montenegro,516740
6897,2020-12-31,Gebiet des ehemaligen Serbien und Montenegro,531875
6898,2021-12-31,Gebiet des ehemaligen Serbien und Montenegro,559950
6899,2022-12-31,Gebiet des ehemaligen Serbien und Montenegro,589715
6900,2023-12-31,Gebiet des ehemaligen Serbien und Montenegro,615975
6901,2024-12-31,Gebiet des ehemaligen Serbien und Montenegro,630710
6902,1967-09-30,Gebiet der ehemaligen Sowjetunion,7777
6903,1968-09-30,Gebiet der ehemaligen Sowjetunion,8173
6904,1969-09-30,Gebiet der ehemaligen Sowjetunion,6567
6905,1970-09-30,Gebiet der ehemaligen Sowjetunion,6588
6906,1971-09-30,Gebiet der ehemaligen Sowjetunion,6201
6907,1972-09-30,Gebiet der ehemaligen Sowjetunion,4130
6908,1973-09-30,Gebiet der ehemaligen Sowjetunion,4639
6909,1974-09-30,Gebiet der ehemaligen Sowjetunion,4954
6910,1975-09-30,Gebiet der ehemaligen Sowjetunion,5134
6911,1976-09-30,Gebiet der ehemaligen Sowjetunion,5292
6912,1977-09-30,Gebiet der ehemaligen Sowjetunion,5286
6913,1978-09-30,Gebiet der ehemaligen Sowjetunion,5211
6914,1979-09-30,Gebiet der ehemaligen Sowjetunion,5775
6915,1980-09-30,Gebiet der ehemaligen Sowjetunion,5946
6916,1981-09-30,Gebiet der ehemaligen Sowjetunion,6244
6917,1982-09-30,Gebiet der ehemaligen Sowjetunion,6455
6918,1983-09-30,Gebiet der ehemaligen Sowjetunion,6466
6919,1984-09-30,Gebiet der ehemaligen Sowjetunion,6570
6920,1985-12-31,Gebiet der ehemaligen Sowjetunion,6688
6921,1986-12-31,Gebiet der ehemaligen Sowjetunion,7128
6922,1987-12-31,Gebiet der ehemaligen Sowjetunion,8086
6923,1988-12-31,Gebiet der ehemaligen Sowjetunion,8427
6924,1989-12-31,Gebiet der ehemaligen Sowjetunion,11533
6925,1990-12-31,Gebiet der ehemaligen Sowjetunion,18177
6926,1991-12-31,Gebiet der ehemaligen Sowjetunion,54964
6927,1992-12-31,Gebiet der ehemaligen Sowjetunion,79049
6928,1993-12-31,Gebiet der ehemaligen Sowjetunion,118845
6929,1994-12-31,Gebiet der ehemaligen Sowjetunion,140146
6930,1995-12-31,Gebiet der ehemaligen Sowjetunion,175984
6931,1996-12-31,Gebiet der ehemaligen Sowjetunion,215256
6932,1997-12-31,Gebiet der ehemaligen Sowjetunion,253957
6933,1998-12-31,Gebiet der ehemaligen Sowjetunion,284941
6934,1999-12-31,Gebiet der ehemaligen Sowjetunion,325661
6935,2000-12-31,Gebiet der ehemaligen Sowjetunion,365415
6936,2001-12-31,Gebiet der ehemaligen Sowjetunion,412531
6937,2002-12-31,Gebiet der ehemaligen Sowjetunion,458037
6938,2003-12-31,Gebiet der ehemaligen Sowjetunion,494048
6939,2004-12-31,Gebiet der ehemaligen Sowjetunion,493425
6940,2005-12-31,Gebiet der ehemaligen Sowjetunion,507849
6941,2006-12-31,Gebiet der ehemaligen Sowjetunion,505624
6942,2007-12-31,Gebiet der ehemaligen Sowjetunion,500668
6943,2008-12-31,Gebiet der ehemaligen Sowjetunion,497751
6944,2009-12-31,Gebiet der ehemaligen Sowjetunion,499543
6945,2010-12-31,Gebiet der ehemaligen Sowjetunion,502579
6946,2011-12-31,Gebiet der ehemaligen Sowjetunion,514311
6947,2012-12-31,Gebiet der ehemaligen Sowjetunion,531083
6948,2013-12-31,Gebiet der ehemaligen Sowjetunion,557274
6949,2014-12-31,Gebiet der ehemaligen Sowjetunion,579494
6950,2015-12-31,Gebiet der ehemaligen Sowjetunion,613033
6951,2016-12-31,Gebiet der ehemaligen Sowjetunion,654390
6952,2017-12-31,Gebiet der ehemaligen Sowjetunion,678425
6953,2018-12-31,Gebiet der ehemaligen Sowjetunion,696705
6954,2019-12-31,Gebiet der ehemaligen Sowjetunion,715465
6955,2020-12-31,Gebiet der ehemaligen Sowjetunion,726155
6956,2021-12-31,Gebiet der ehemaligen Sowjetunion,760545
6957,2022-12-31,Gebiet der ehemaligen Sowjetunion,1834750
6958,2023-12-31,Gebiet der ehemaligen Sowjetunion,1936115
6959,2024-12-31,Gebiet der ehemaligen Sowjetunion,2015960
6960,1967-09-30,Gebiet der ehemaligen Tschechoslowakei,9207
6961,1968-09-30,Gebiet der ehemaligen Tschechoslowakei,14556
6962,1969-09-30,Gebiet der ehemaligen Tschechoslowakei,28248
6963,1970-09-30,Gebiet der ehemaligen Tschechoslowakei,32211
6964,1971-09-30,Gebiet der ehemaligen Tschechoslowakei,29454
6965,1972-09-30,Gebiet der ehemaligen Tschechoslowakei,27782
6966,1973-09-30,Gebiet der ehemaligen Tschechoslowakei,28304
6967,1974-09-30,Gebiet der ehemaligen Tschechoslowakei,26821
6968,1975-09-30,Gebiet der ehemaligen Tschechoslowakei,26743
6969,1976-09-30,Gebiet der ehemaligen Tschechoslowakei,26477
6970,1977-09-30,Gebiet der ehemaligen Tschechoslowakei,26226
6971,1978-09-30,Gebiet der ehemaligen Tschechoslowakei,24920
6972,1979-09-30,Gebiet der ehemaligen Tschechoslowakei,24202
6973,1980-09-30,Gebiet der ehemaligen Tschechoslowakei,24420
6974,1981-09-30,Gebiet der ehemaligen Tschechoslowakei,25573
6975,1982-09-30,Gebiet der ehemaligen Tschechoslowakei,26714
6976,1983-09-30,Gebiet der ehemaligen Tschechoslowakei,26891
6977,1984-09-30,Gebiet der ehemaligen Tschechoslowakei,27668
6978,1985-12-31,Gebiet der ehemaligen Tschechoslowakei,28167
6979,1986-12-31,Gebiet der ehemaligen Tschechoslowakei,29126
6980,1987-12-31,Gebiet der ehemaligen Tschechoslowakei,30358
6981,1988-12-31,Gebiet der ehemaligen Tschechoslowakei,27869
6982,1989-12-31,Gebiet der ehemaligen Tschechoslowakei,31695
6983,1990-12-31,Gebiet der ehemaligen Tschechoslowakei,34392
6984,1991-12-31,Gebiet der ehemaligen Tschechoslowakei,46702
6985,1992-12-31,Gebiet der ehemaligen Tschechoslowakei,63724
6986,1993-12-31,Gebiet der ehemaligen Tschechoslowakei,62807
6987,1994-12-31,Gebiet der ehemaligen Tschechoslowakei,63379
6988,1995-12-31,Gebiet der ehemaligen Tschechoslowakei,59112
6989,1996-12-31,Gebiet der ehemaligen Tschechoslowakei,56108
6990,1997-12-31,Gebiet der ehemaligen Tschechoslowakei,55831
6991,1998-12-31,Gebiet der ehemaligen Tschechoslowakei,55110
6992,1999-12-31,Gebiet der ehemaligen Tschechoslowakei,56985
6993,2000-12-31,Gebiet der ehemaligen Tschechoslowakei,60288
6994,2001-12-31,Gebiet der ehemaligen Tschechoslowakei,63120
6995,2002-12-31,Gebiet der ehemaligen Tschechoslowakei,63619
6996,2003-12-31,Gebiet der ehemaligen Tschechoslowakei,64759
6997,2004-12-31,Gebiet der ehemaligen Tschechoslowakei,59043
6998,2005-12-31,Gebiet der ehemaligen Tschechoslowakei,61524
6999,2006-12-31,Gebiet der ehemaligen Tschechoslowakei,64540
7000,2007-12-31,Gebiet der ehemaligen Tschechoslowakei,65559
7001,2008-12-31,Gebiet der ehemaligen Tschechoslowakei,65144
7002,2009-12-31,Gebiet der ehemaligen Tschechoslowakei,64533
7003,2010-12-31,Gebiet der ehemaligen Tschechoslowakei,66688
7004,2011-12-31,Gebiet der ehemaligen Tschechoslowakei,73004
7005,2012-12-31,Gebiet der ehemaligen Tschechoslowakei,81707
7006,2013-12-31,Gebiet der ehemaligen Tschechoslowakei,91750
7007,2014-12-31,Gebiet der ehemaligen Tschechoslowakei,99641
7008,2015-12-31,Gebiet der ehemaligen Tschechoslowakei,108158
7009,2016-12-31,Gebiet der ehemaligen Tschechoslowakei,112760
7010,2017-12-31,Gebiet der ehemaligen Tschechoslowakei,120285
7011,2018-12-31,Gebiet der ehemaligen Tschechoslowakei,121850
7012,2019-12-31,Gebiet der ehemaligen Tschechoslowakei,123855
7013,2020-12-31,Gebiet der ehemaligen Tschechoslowakei,124535
7014,2021-12-31,Gebiet der ehemaligen Tschechoslowakei,128065
7015,2022-12-31,Gebiet der ehemaligen Tschechoslowakei,131010
7016,2023-12-31,Gebiet der ehemaligen Tschechoslowakei,132775
7017,2024-12-31,Gebiet der ehemaligen Tschechoslowakei,129010
7018,1967-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7019,1968-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7020,1969-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7021,1970-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7022,1971-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7023,1972-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7024,1973-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7025,1974-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7026,1975-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7027,1976-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7028,1977-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7029,1978-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7030,1979-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7031,1980-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7032,1981-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7033,1982-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7034,1983-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7035,1984-09-30,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7036,1985-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7037,1986-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7038,1987-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7039,1988-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7040,1989-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7041,1990-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7042,1991-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7043,1992-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7044,1993-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7045,1994-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7046,1995-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7047,1996-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7048,1997-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7049,1998-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7050,1999-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7051,2000-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7052,2001-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7053,2002-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7054,2003-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7055,2004-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7056,2005-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7057,2006-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7058,2007-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7059,2008-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7060,2009-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7061,2010-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7062,2011-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7063,2012-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7064,2013-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,0
7065,2014-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,104556
7066,2015-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,106734
7067,2016-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,107815
7068,2017-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,117255
7069,2018-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,106915
7070,2019-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,94120
7071,2020-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,92150
7072,2021-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,85670
7073,2022-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,85275
7074,2023-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,84510
7075,2024-12-31,Vereinigtes Königreich einschl.brit.Überseegebiete,80920
7076,1967-09-30,Insgesamt,1806653
7077,1968-09-30,Insgesamt,1924229
7078,1969-09-30,Insgesamt,2381061
7079,1970-09-30,Insgesamt,2976497
7080,1971-09-30,Insgesamt,3438711
7081,1972-09-30,Insgesamt,3526568
7082,1973-09-30,Insgesamt,3966200
7083,1974-09-30,Insgesamt,4127366
7084,1975-09-30,Insgesamt,4089594
7085,1976-09-30,Insgesamt,3948337
7086,1977-09-30,Insgesamt,3948278
7087,1978-09-30,Insgesamt,3981061
7088,1979-09-30,Insgesamt,4143836
7089,1980-09-30,Insgesamt,4453308
7090,1981-09-30,Insgesamt,4629729
7091,1982-09-30,Insgesamt,4666917
7092,1983-09-30,Insgesamt,4534863
7093,1984-09-30,Insgesamt,4363648
7094,1985-12-31,Insgesamt,4378942
7095,1986-12-31,Insgesamt,4512679
7096,1987-12-31,Insgesamt,4630218
7097,1988-12-31,Insgesamt,4489105
7098,1989-12-31,Insgesamt,4845882
7099,1990-12-31,Insgesamt,5342487
7100,1991-12-31,Insgesamt,5882267
7101,1992-12-31,Insgesamt,6495792
7102,1993-12-31,Insgesamt,6878117
7103,1994-12-31,Insgesamt,6990510
7104,1995-12-31,Insgesamt,7173866
7105,1996-12-31,Insgesamt,7314046
7106,1997-12-31,Insgesamt,7365833
7107,1998-12-31,Insgesamt,7319593
7108,1999-12-31,Insgesamt,7343591
7109,2000-12-31,Insgesamt,7296817
7110,2001-12-31,Insgesamt,7318628
7111,2002-12-31,Insgesamt,7335592
7112,2003-12-31,Insgesamt,7334765
7113,2004-12-31,Insgesamt,6717115
7114,2005-12-31,Insgesamt,6755810
7115,2006-12-31,Insgesamt,6751004
7116,2007-12-31,Insgesamt,6744879
7117,2008-12-31,Insgesamt,6727618
7118,2009-12-31,Insgesamt,6694776
7119,2010-12-31,Insgesamt,6753621
7120,2011-12-31,Insgesamt,6930896
7121,2012-12-31,Insgesamt,7213708
7122,2013-12-31,Insgesamt,7633628
7123,2014-12-31,Insgesamt,8152968
7124,2015-12-31,Insgesamt,9107893
7125,2016-12-31,Insgesamt,10039080
7126,2017-12-31,Insgesamt,10623940
7127,2018-12-31,Insgesamt,10915455
7128,2019-12-31,Insgesamt,11228300
7129,2020-12-31,Insgesamt,11432460
7130,2021-12-31,Insgesamt,11817790
7131,2022-12-31,Insgesamt,13383910
7132,2023-12-31,Insgesamt,13895865
7133,2024-12-31,Insgesamt,14061640
