,Ländergruppierungen,GES,ALT,Value
1230,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,26,138970
1231,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,27,143990
1232,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,28,144120
1233,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,29,145375
1234,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,30,144235
1235,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,31,142075
1236,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,32,142890
1237,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,33,141010
1238,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,34,144070
1239,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,35,141320
1240,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,36,139205
1241,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,37,133250
1242,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,38,127140
1243,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,39,124545
1244,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,40,118780
1245,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,41,114495
1246,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,42,112640
1247,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,43,109295
1248,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,44,111030
1249,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,45,105535
1250,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,46,101595
1251,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,47,98620
1252,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,48,95620
1253,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,49,93620
1254,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,50,90915
1255,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,51,85585
1256,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,52,82985
1257,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,53,79010
1258,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,54,76830
1259,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,55,72940
1260,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,56,68050
1261,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,57,60625
1262,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,58,58910
1263,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,59,56575
1264,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,60,54350
1265,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,61,50350
1266,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,62,45125
1267,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,63,38355
1268,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,64,37805
1269,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,65,31910
1270,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,66,29195
1271,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,67,26860
1272,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,68,26885
1273,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,69,23285
1274,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,70,19265
1275,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,71,16650
1276,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,72,16570
1277,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,73,15420
1278,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,74,18385
1279,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,75,17990
1280,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,76,17445
1281,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,77,16955
1282,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,78,14875
1283,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,79,13020
1284,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,80,11725
1285,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,81,10290
1286,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,82,10215
1287,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,83,8745
1288,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,84,8515
1289,Drittstaaten zu EU-15 (bis 30.04.2004),GESM,85,36520
1290,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,0,36460
1291,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,1,51550
1292,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,2,55830
1293,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,3,59450
1294,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,4,60820
1295,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,5,62645
1296,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,6,63295
1297,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,7,64565
1298,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,8,65760
1299,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,9,61860
1300,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,10,62595
1301,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,11,59655
1302,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,12,59585
1303,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,13,56710
1304,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,14,56425
1305,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,15,56190
1306,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,16,55745
1307,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,17,51795
1308,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,18,51645
1309,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,19,56415
1310,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,20,64860
1311,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,21,68990
1312,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,22,71360
1313,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,23,77330
1314,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,24,86740
1315,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,25,96685
1316,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,26,104510
1317,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,27,111165
1318,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,28,116285
1319,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,29,118100
1320,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,30,119250
1321,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,31,119845
1322,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,32,120950
1323,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,33,121365
1324,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,34,123860
1325,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,35,122700
1326,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,36,122350
1327,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,37,118805
1328,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,38,116270
1329,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,39,114485
1330,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,40,111600
1331,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,41,110430
1332,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,42,108760
1333,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,43,106620
1334,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,44,107440
1335,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,45,102680
1336,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,46,99385
1337,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,47,96990
1338,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,48,94955
1339,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,49,92540
1340,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,50,91150
1341,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,51,87135
1342,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,52,83545
1343,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,53,79485
1344,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,54,76590
1345,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,55,71080
1346,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,56,66640
1347,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,57,59080
1348,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,58,57350
1349,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,59,54870
1350,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,60,51775
1351,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,61,47625
1352,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,62,44910
1353,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,63,40680
1354,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,64,41865
1355,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,65,37030
1356,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,66,34095
1357,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,67,31560
1358,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,68,32740
1359,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,69,31895
1360,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,70,31430
1361,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,71,29075
1362,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,72,29670
1363,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,73,26345
1364,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,74,29580
1365,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,75,26805
1366,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,76,23890
1367,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,77,21615
1368,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,78,18210
1369,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,79,15400
1370,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,80,13240
1371,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,81,11150
1372,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,82,10815
1373,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,83,9770
1374,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,84,9660
1375,Drittstaaten zu EU-15 (bis 30.04.2004),GESW,85,42475
1376,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,0,36580
1377,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,1,51465
1378,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,2,55085
1379,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,3,58580
1380,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,4,59495
1381,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,5,60995
1382,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,6,61615
1383,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,7,63340
1384,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,8,64225
1385,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,9,61725
1386,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,10,61480
1387,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,11,59265
1388,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,12,59895
1389,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,13,57555
1390,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,14,57910
1391,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,15,59125
1392,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,16,63240
1393,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,17,66750
1394,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,18,71890
1395,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,19,75145
1396,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,20,79200
1397,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,21,77725
1398,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,22,83025
1399,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,23,92725
1400,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,24,108355
1401,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,25,125505
1402,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,26,128420
1403,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,27,132840
1404,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,28,132365
1405,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,29,132800
1406,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,30,130805
1407,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,31,127540
1408,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,32,127840
1409,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,33,125240
1410,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,34,127995
1411,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,35,125325
1412,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,36,123060
1413,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,37,117120
1414,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,38,110865
1415,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,39,107655
1416,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,40,101820
1417,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,41,97620
1418,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,42,96040
1419,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,43,93405
1420,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,44,94870
1421,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,45,89065
1422,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,46,85500
1423,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,47,82390
1424,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,48,79475
1425,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,49,77475
1426,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,50,75670
1427,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,51,71440
1428,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,52,69480
1429,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,53,66295
1430,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,54,64675
1431,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,55,61745
1432,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,56,57755
1433,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,57,51210
1434,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,58,49910
1435,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,59,48330
1436,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,60,46430
1437,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,61,42780
1438,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,62,38250
1439,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,63,31945
1440,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,64,31655
1441,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,65,26300
1442,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,66,24505
1443,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,67,22530
1444,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,68,23025
1445,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,69,19795
1446,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,70,16375
1447,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,71,13995
1448,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,72,14330
1449,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,73,13440
1450,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,74,16590
1451,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,75,16440
1452,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,76,16090
1453,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,77,15790
1454,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,78,13925
1455,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,79,12400
1456,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,80,11145
1457,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,81,9800
1458,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,82,9785
1459,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,83,8415
1460,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,84,8180
1461,Drittstaaten zu EU-25 (bis 31.12.2006),GESM,85,34590
1462,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,0,34480
1463,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,1,48505
1464,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,2,52215
1465,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,3,55185
1466,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,4,56265
1467,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,5,57860
1468,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,6,58310
1469,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,7,59330
1470,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,8,60575
1471,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,9,56960
1472,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,10,57570
1473,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,11,54900
1474,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,12,54930
1475,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,13,52030
1476,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,14,51535
1477,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,15,51090
1478,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,16,50820
1479,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,17,47095
1480,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,18,47075
1481,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,19,51510
1482,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,20,59240
1483,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,21,62590
1484,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,22,64455
1485,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,23,69715
1486,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,24,78435
1487,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,25,87910
1488,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,26,95255
1489,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,27,101315
1490,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,28,106035
1491,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,29,107275
1492,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,30,107600
1493,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,31,107345
1494,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,32,108240
1495,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,33,107950
1496,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,34,110345
1497,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,35,109425
1498,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,36,109345
1499,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,37,105795
1500,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,38,103060
1501,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,39,101045
1502,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,40,97855
1503,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,41,96305
1504,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,42,94390
1505,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,43,92615
1506,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,44,92550
1507,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,45,87615
1508,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,46,84695
1509,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,47,82130
1510,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,48,79735
1511,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,49,77295
1512,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,50,76580
1513,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,51,73030
1514,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,52,70545
1515,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,53,67125
1516,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,54,65265
1517,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,55,60775
1518,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,56,57170
1519,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,57,50350
1520,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,58,49210
1521,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,59,47435
1522,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,60,44485
1523,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,61,40955
1524,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,62,38750
1525,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,63,34940
1526,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,64,36310
1527,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,65,31645
1528,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,66,29295
1529,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,67,27130
1530,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,68,28630
1531,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,69,28035
1532,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,70,27930
1533,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,71,25845
1534,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,72,26670
1535,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,73,23650
1536,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,74,27180
1537,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,75,24700
1538,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,76,22170
1539,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,77,20035
1540,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,78,16900
1541,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,79,14540
1542,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,80,12430
1543,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,81,10420
1544,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,82,10150
1545,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,83,9145
1546,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,84,9060
1547,Drittstaaten zu EU-25 (bis 31.12.2006),GESW,85,38995
1548,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,0,31635
1549,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,1,44165
1550,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,2,46775
1551,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,3,49685
1552,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,4,50460
1553,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,5,51995
1554,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,6,52805
1555,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,7,54480
1556,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,8,55570
1557,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,9,53495
1558,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,10,53940
1559,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,11,52230
1560,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,12,52950
1561,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,13,50975
1562,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,14,51000
1563,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,15,52065
1564,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,16,56455
1565,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,17,60490
1566,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,18,65035
1567,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,19,66210
1568,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,20,69105
1569,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,21,66545
1570,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,22,71350
1571,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,23,80235
1572,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,24,94775
1573,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,25,112060
1574,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,26,114925
1575,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,27,119235
1576,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,28,118370
1577,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,29,118465
1578,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,30,115465
1579,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,31,111655
1580,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,32,111530
1581,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,33,108335
1582,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,34,109660
1583,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,35,105445
1584,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,36,103290
1585,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,37,97690
1586,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,38,91955
1587,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,39,90240
1588,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,40,85225
1589,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,41,82140
1590,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,42,80705
1591,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,43,77640
1592,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,44,78890
1593,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,45,73490
1594,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,46,70340
1595,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,47,67530
1596,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,48,64945
1597,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,49,63175
1598,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,50,61785
1599,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,51,59440
1600,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,52,57900
1601,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,53,55190
1602,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,54,53880
1603,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,55,51050
1604,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,56,47635
1605,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,57,42120
1606,Drittstaaten zu EU-27 (bis 30.06.2013),GESM,58,44325
