,Ländergruppierungen,GES,ALT,Value
0,Afrika,GESM,0,4455
1,Afrika,GESM,1,6035
2,Afrika,GESM,2,6215
3,Afrika,GESM,3,6220
4,Afrika,GESM,4,6615
5,Afrika,GESM,5,6935
6,Afrika,GESM,6,6595
7,Afrika,GESM,7,6135
8,Afrika,GESM,8,5535
9,Afrika,GESM,9,4635
10,Afrika,GESM,10,3945
11,Afrika,GESM,11,3640
12,Afrika,GESM,12,3350
13,Afrika,GESM,13,3060
14,Afrika,GESM,14,2935
15,Afrika,GESM,15,3100
16,Afrika,GESM,16,3945
17,Afrika,GESM,17,4865
18,Afrika,GESM,18,4425
19,Afrika,GESM,19,5060
20,Afrika,GESM,20,5745
21,Afrika,GESM,21,6300
22,Afrika,GESM,22,7445
23,Afrika,GESM,23,8950
24,Afrika,GESM,24,11665
25,Afrika,GESM,25,14275
26,Afrika,GESM,26,15745
27,Afrika,GESM,27,16090
28,Afrika,GESM,28,16510
29,Afrika,GESM,29,16315
30,Afrika,GESM,30,15885
31,Afrika,GESM,31,14380
32,Afrika,GESM,32,14135
33,Afrika,GESM,33,12560
34,Afrika,GESM,34,13700
35,Afrika,GESM,35,11640
36,Afrika,GESM,36,11605
37,Afrika,GESM,37,10285
38,Afrika,GESM,38,9855
39,Afrika,GESM,39,9455
40,Afrika,GESM,40,8480
41,Afrika,GESM,41,7475
42,Afrika,GESM,42,7465
43,Afrika,GESM,43,6025
44,Afrika,GESM,44,7055
45,Afrika,GESM,45,5865
46,Afrika,GESM,46,5455
47,Afrika,GESM,47,5000
48,Afrika,GESM,48,4515
49,Afrika,GESM,49,4540
50,Afrika,GESM,50,4140
51,Afrika,GESM,51,3740
52,Afrika,GESM,52,3805
53,Afrika,GESM,53,3030
54,Afrika,GESM,54,3695
55,Afrika,GESM,55,3045
56,Afrika,GESM,56,3150
57,Afrika,GESM,57,2610
58,Afrika,GESM,58,2445
59,Afrika,GESM,59,2425
60,Afrika,GESM,60,2195
61,Afrika,GESM,61,1800
62,Afrika,GESM,62,1720
63,Afrika,GESM,63,1320
64,Afrika,GESM,64,1500
65,Afrika,GESM,65,995
66,Afrika,GESM,66,970
67,Afrika,GESM,67,880
68,Afrika,GESM,68,760
69,Afrika,GESM,69,665
70,Afrika,GESM,70,630
71,Afrika,GESM,71,555
72,Afrika,GESM,72,600
73,Afrika,GESM,73,420
74,Afrika,GESM,74,535
75,Afrika,GESM,75,415
76,Afrika,GESM,76,425
77,Afrika,GESM,77,380
78,Afrika,GESM,78,295
79,Afrika,GESM,79,295
80,Afrika,GESM,80,295
81,Afrika,GESM,81,225
82,Afrika,GESM,82,265
83,Afrika,GESM,83,180
84,Afrika,GESM,84,265
85,Afrika,GESM,85,1335
86,Afrika,GESW,0,4210
87,Afrika,GESW,1,5635
88,Afrika,GESW,2,5955
89,Afrika,GESW,3,6030
90,Afrika,GESW,4,6310
91,Afrika,GESW,5,6680
92,Afrika,GESW,6,6360
93,Afrika,GESW,7,5900
94,Afrika,GESW,8,5320
95,Afrika,GESW,9,4305
96,Afrika,GESW,10,3730
97,Afrika,GESW,11,3325
98,Afrika,GESW,12,3240
99,Afrika,GESW,13,2915
100,Afrika,GESW,14,2785
101,Afrika,GESW,15,2690
102,Afrika,GESW,16,2755
103,Afrika,GESW,17,2630
104,Afrika,GESW,18,2515
105,Afrika,GESW,19,3030
106,Afrika,GESW,20,3835
107,Afrika,GESW,21,4310
108,Afrika,GESW,22,5200
109,Afrika,GESW,23,5960
110,Afrika,GESW,24,7485
111,Afrika,GESW,25,8470
112,Afrika,GESW,26,9840
113,Afrika,GESW,27,10280
114,Afrika,GESW,28,11180
115,Afrika,GESW,29,11175
116,Afrika,GESW,30,10745
117,Afrika,GESW,31,10510
118,Afrika,GESW,32,9825
119,Afrika,GESW,33,8855
120,Afrika,GESW,34,9355
121,Afrika,GESW,35,8140
122,Afrika,GESW,36,8305
123,Afrika,GESW,37,7475
124,Afrika,GESW,38,7530
125,Afrika,GESW,39,7120
126,Afrika,GESW,40,6575
127,Afrika,GESW,41,5850
128,Afrika,GESW,42,6010
129,Afrika,GESW,43,4765
130,Afrika,GESW,44,5235
131,Afrika,GESW,45,4515
132,Afrika,GESW,46,4070
133,Afrika,GESW,47,3780
134,Afrika,GESW,48,3395
135,Afrika,GESW,49,3300
136,Afrika,GESW,50,3105
137,Afrika,GESW,51,2610
138,Afrika,GESW,52,2665
139,Afrika,GESW,53,2105
140,Afrika,GESW,54,2440
141,Afrika,GESW,55,2010
142,Afrika,GESW,56,1895
143,Afrika,GESW,57,1615
144,Afrika,GESW,58,1545
145,Afrika,GESW,59,1535
146,Afrika,GESW,60,1470
147,Afrika,GESW,61,1280
148,Afrika,GESW,62,1245
149,Afrika,GESW,63,970
150,Afrika,GESW,64,1220
151,Afrika,GESW,65,935
152,Afrika,GESW,66,935
153,Afrika,GESW,67,885
154,Afrika,GESW,68,780
155,Afrika,GESW,69,695
156,Afrika,GESW,70,665
157,Afrika,GESW,71,580
158,Afrika,GESW,72,600
159,Afrika,GESW,73,430
160,Afrika,GESW,74,510
161,Afrika,GESW,75,380
162,Afrika,GESW,76,370
163,Afrika,GESW,77,295
164,Afrika,GESW,78,250
165,Afrika,GESW,79,235
166,Afrika,GESW,80,195
167,Afrika,GESW,81,160
168,Afrika,GESW,82,175
169,Afrika,GESW,83,120
170,Afrika,GESW,84,230
171,Afrika,GESW,85,750
172,Amerika,GESM,0,475
173,Amerika,GESM,1,620
174,Amerika,GESM,2,710
175,Amerika,GESM,3,735
176,Amerika,GESM,4,705
177,Amerika,GESM,5,705
178,Amerika,GESM,6,765
179,Amerika,GESM,7,835
180,Amerika,GESM,8,795
181,Amerika,GESM,9,850
182,Amerika,GESM,10,820
183,Amerika,GESM,11,790
184,Amerika,GESM,12,815
185,Amerika,GESM,13,780
186,Amerika,GESM,14,780
187,Amerika,GESM,15,830
188,Amerika,GESM,16,965
189,Amerika,GESM,17,1005
190,Amerika,GESM,18,1160
191,Amerika,GESM,19,1550
192,Amerika,GESM,20,1865
193,Amerika,GESM,21,2150
194,Amerika,GESM,22,2280
195,Amerika,GESM,23,2495
196,Amerika,GESM,24,2730
197,Amerika,GESM,25,3045
198,Amerika,GESM,26,3350
199,Amerika,GESM,27,3725
200,Amerika,GESM,28,4275
201,Amerika,GESM,29,4375
202,Amerika,GESM,30,4770
203,Amerika,GESM,31,5025
204,Amerika,GESM,32,5255
205,Amerika,GESM,33,5205
206,Amerika,GESM,34,5265
207,Amerika,GESM,35,5120
208,Amerika,GESM,36,4685
209,Amerika,GESM,37,4380
210,Amerika,GESM,38,4135
211,Amerika,GESM,39,3775
212,Amerika,GESM,40,3610
213,Amerika,GESM,41,3380
214,Amerika,GESM,42,3140
215,Amerika,GESM,43,3020
216,Amerika,GESM,44,2765
217,Amerika,GESM,45,2615
218,Amerika,GESM,46,2315
219,Amerika,GESM,47,2150
220,Amerika,GESM,48,2010
221,Amerika,GESM,49,1845
222,Amerika,GESM,50,1935
223,Amerika,GESM,51,1820
224,Amerika,GESM,52,1885
225,Amerika,GESM,53,1980
226,Amerika,GESM,54,1900
227,Amerika,GESM,55,1920
228,Amerika,GESM,56,1890
229,Amerika,GESM,57,1835
230,Amerika,GESM,58,1825
231,Amerika,GESM,59,1925
232,Amerika,GESM,60,2045
233,Amerika,GESM,61,1910
234,Amerika,GESM,62,1840
235,Amerika,GESM,63,1750
236,Amerika,GESM,64,1665
237,Amerika,GESM,65,1575
238,Amerika,GESM,66,1500
239,Amerika,GESM,67,1460
240,Amerika,GESM,68,1290
241,Amerika,GESM,69,1135
242,Amerika,GESM,70,1015
243,Amerika,GESM,71,900
244,Amerika,GESM,72,905
245,Amerika,GESM,73,750
246,Amerika,GESM,74,710
247,Amerika,GESM,75,660
248,Amerika,GESM,76,600
249,Amerika,GESM,77,610
250,Amerika,GESM,78,555
251,Amerika,GESM,79,415
252,Amerika,GESM,80,425
253,Amerika,GESM,81,435
254,Amerika,GESM,82,360
255,Amerika,GESM,83,325
256,Amerika,GESM,84,305
257,Amerika,GESM,85,1725
258,Amerika,GESW,0,445
259,Amerika,GESW,1,655
260,Amerika,GESW,2,650
261,Amerika,GESW,3,715
262,Amerika,GESW,4,685
263,Amerika,GESW,5,755
264,Amerika,GESW,6,720
265,Amerika,GESW,7,745
266,Amerika,GESW,8,780
267,Amerika,GESW,9,765
268,Amerika,GESW,10,780
269,Amerika,GESW,11,765
270,Amerika,GESW,12,780
271,Amerika,GESW,13,795
272,Amerika,GESW,14,785
273,Amerika,GESW,15,775
274,Amerika,GESW,16,915
275,Amerika,GESW,17,985
276,Amerika,GESW,18,1145
277,Amerika,GESW,19,1565
278,Amerika,GESW,20,2135
279,Amerika,GESW,21,2365
280,Amerika,GESW,22,2590
281,Amerika,GESW,23,2920
282,Amerika,GESW,24,3315
283,Amerika,GESW,25,3735
284,Amerika,GESW,26,4155
285,Amerika,GESW,27,4810
286,Amerika,GESW,28,5480
287,Amerika,GESW,29,5720
288,Amerika,GESW,30,5945
289,Amerika,GESW,31,6115
290,Amerika,GESW,32,6030
291,Amerika,GESW,33,6065
292,Amerika,GESW,34,5640
293,Amerika,GESW,35,5495
294,Amerika,GESW,36,5345
295,Amerika,GESW,37,4620
296,Amerika,GESW,38,4340
297,Amerika,GESW,39,4150
298,Amerika,GESW,40,3845
299,Amerika,GESW,41,3730
300,Amerika,GESW,42,3595
301,Amerika,GESW,43,3480
302,Amerika,GESW,44,3315
303,Amerika,GESW,45,3070
304,Amerika,GESW,46,3015
305,Amerika,GESW,47,2840
306,Amerika,GESW,48,2655
307,Amerika,GESW,49,2595
308,Amerika,GESW,50,2760
309,Amerika,GESW,51,2655
310,Amerika,GESW,52,2695
311,Amerika,GESW,53,2585
312,Amerika,GESW,54,2505
313,Amerika,GESW,55,2445
314,Amerika,GESW,56,2325
315,Amerika,GESW,57,2205
316,Amerika,GESW,58,2055
317,Amerika,GESW,59,2010
318,Amerika,GESW,60,1955
319,Amerika,GESW,61,1845
320,Amerika,GESW,62,1655
321,Amerika,GESW,63,1510
322,Amerika,GESW,64,1440
323,Amerika,GESW,65,1340
324,Amerika,GESW,66,1155
325,Amerika,GESW,67,1165
326,Amerika,GESW,68,1060
327,Amerika,GESW,69,995
328,Amerika,GESW,70,855
329,Amerika,GESW,71,895
330,Amerika,GESW,72,795
331,Amerika,GESW,73,710
332,Amerika,GESW,74,690
333,Amerika,GESW,75,675
334,Amerika,GESW,76,630
335,Amerika,GESW,77,590
336,Amerika,GESW,78,510
337,Amerika,GESW,79,400
338,Amerika,GESW,80,415
339,Amerika,GESW,81,415
340,Amerika,GESW,82,320
341,Amerika,GESW,83,340
342,Amerika,GESW,84,310
343,Amerika,GESW,85,1940
344,Asien,GESM,0,12100
345,Asien,GESM,1,17425
346,Asien,GESM,2,18820
347,Asien,GESM,3,19995
348,Asien,GESM,4,20420
349,Asien,GESM,5,21750
350,Asien,GESM,6,22665
351,Asien,GESM,7,23715
352,Asien,GESM,8,24325
353,Asien,GESM,9,22440
354,Asien,GESM,10,22405
355,Asien,GESM,11,21530
356,Asien,GESM,12,22145
357,Asien,GESM,13,21490
358,Asien,GESM,14,21280
359,Asien,GESM,15,21900
360,Asien,GESM,16,24590
361,Asien,GESM,17,27215
362,Asien,GESM,18,29670
363,Asien,GESM,19,31660
364,Asien,GESM,20,33620
365,Asien,GESM,21,35080
366,Asien,GESM,22,37540
367,Asien,GESM,23,42725
368,Asien,GESM,24,51505
369,Asien,GESM,25,57695
370,Asien,GESM,26,55675
371,Asien,GESM,27,57010
372,Asien,GESM,28,54325
373,Asien,GESM,29,53790
374,Asien,GESM,30,50570
375,Asien,GESM,31,48150
376,Asien,GESM,32,46265
377,Asien,GESM,33,43865
378,Asien,GESM,34,43490
379,Asien,GESM,35,41250
380,Asien,GESM,36,38850
381,Asien,GESM,37,36200
382,Asien,GESM,38,32800
383,Asien,GESM,39,32575
384,Asien,GESM,40,29335
385,Asien,GESM,41,27510
386,Asien,GESM,42,26125
387,Asien,GESM,43,23410
388,Asien,GESM,44,23495
389,Asien,GESM,45,20245
390,Asien,GESM,46,18705
391,Asien,GESM,47,17435
392,Asien,GESM,48,15920
393,Asien,GESM,49,14815
394,Asien,GESM,50,14040
395,Asien,GESM,51,13140
396,Asien,GESM,52,12555
397,Asien,GESM,53,11965
398,Asien,GESM,54,12255
399,Asien,GESM,55,11020
400,Asien,GESM,56,10425
401,Asien,GESM,57,9420
402,Asien,GESM,58,8970
403,Asien,GESM,59,8605
404,Asien,GESM,60,8060
405,Asien,GESM,61,7530
406,Asien,GESM,62,7255
407,Asien,GESM,63,6135
408,Asien,GESM,64,6325
409,Asien,GESM,65,5310
410,Asien,GESM,66,5050
411,Asien,GESM,67,4520
412,Asien,GESM,68,4190
413,Asien,GESM,69,3780
414,Asien,GESM,70,3140
415,Asien,GESM,71,2740
416,Asien,GESM,72,2460
417,Asien,GESM,73,2115
418,Asien,GESM,74,2050
419,Asien,GESM,75,1595
420,Asien,GESM,76,1425
421,Asien,GESM,77,1280
422,Asien,GESM,78,1115
423,Asien,GESM,79,905
424,Asien,GESM,80,755
425,Asien,GESM,81,585
426,Asien,GESM,82,595
427,Asien,GESM,83,510
428,Asien,GESM,84,545
429,Asien,GESM,85,2555
430,Asien,GESW,0,11540
431,Asien,GESW,1,16625
432,Asien,GESW,2,17925
433,Asien,GESW,3,18575
434,Asien,GESW,4,19435
435,Asien,GESW,5,20545
436,Asien,GESW,6,21250
437,Asien,GESW,7,22220
438,Asien,GESW,8,22655
439,Asien,GESW,9,20830
440,Asien,GESW,10,20915
441,Asien,GESW,11,19310
442,Asien,GESW,12,19495
443,Asien,GESW,13,18505
444,Asien,GESW,14,17785
445,Asien,GESW,15,17365
446,Asien,GESW,16,17350
447,Asien,GESW,17,15975
448,Asien,GESW,18,15390
449,Asien,GESW,19,17145
450,Asien,GESW,20,20855
451,Asien,GESW,21,21990
452,Asien,GESW,22,22610
453,Asien,GESW,23,24725
454,Asien,GESW,24,28030
455,Asien,GESW,25,29305
456,Asien,GESW,26,31705
457,Asien,GESW,27,34195
458,Asien,GESW,28,36185
459,Asien,GESW,29,36260
460,Asien,GESW,30,35385
461,Asien,GESW,31,35445
462,Asien,GESW,32,35315
463,Asien,GESW,33,34175
464,Asien,GESW,34,33910
465,Asien,GESW,35,32490
466,Asien,GESW,36,30675
467,Asien,GESW,37,29340
468,Asien,GESW,38,27325
469,Asien,GESW,39,27140
470,Asien,GESW,40,25195
471,Asien,GESW,41,24550
472,Asien,GESW,42,23350
473,Asien,GESW,43,21900
474,Asien,GESW,44,21790
475,Asien,GESW,45,19300
476,Asien,GESW,46,18295
477,Asien,GESW,47,17355
478,Asien,GESW,48,16335
479,Asien,GESW,49,15335
480,Asien,GESW,50,14755
481,Asien,GESW,51,14165
482,Asien,GESW,52,13230
483,Asien,GESW,53,12980
484,Asien,GESW,54,13205
485,Asien,GESW,55,12220
486,Asien,GESW,56,11880
487,Asien,GESW,57,10560
488,Asien,GESW,58,9960
489,Asien,GESW,59,9755
490,Asien,GESW,60,8895
491,Asien,GESW,61,8510
492,Asien,GESW,62,8010
493,Asien,GESW,63,7225
494,Asien,GESW,64,7240
495,Asien,GESW,65,6160
496,Asien,GESW,66,5605
497,Asien,GESW,67,5095
498,Asien,GESW,68,4720
499,Asien,GESW,69,4340
500,Asien,GESW,70,3785
501,Asien,GESW,71,3160
502,Asien,GESW,72,2975
503,Asien,GESW,73,2435
504,Asien,GESW,74,2575
505,Asien,GESW,75,2010
506,Asien,GESW,76,1805
507,Asien,GESW,77,1665
508,Asien,GESW,78,1270
509,Asien,GESW,79,1235
510,Asien,GESW,80,915
511,Asien,GESW,81,815
512,Asien,GESW,82,870
513,Asien,GESW,83,720
514,Asien,GESW,84,730
515,Asien,GESW,85,3485
516,Australien und Ozeanien,GESM,0,5
517,Australien und Ozeanien,GESM,1,20
518,Australien und Ozeanien,GESM,2,20
519,Australien und Ozeanien,GESM,3,30
520,Australien und Ozeanien,GESM,4,15
521,Australien und Ozeanien,GESM,5,25
522,Australien und Ozeanien,GESM,6,30
523,Australien und Ozeanien,GESM,7,25
524,Australien und Ozeanien,GESM,8,25
525,Australien und Ozeanien,GESM,9,30
526,Australien und Ozeanien,GESM,10,20
527,Australien und Ozeanien,GESM,11,15
528,Australien und Ozeanien,GESM,12,20
529,Australien und Ozeanien,GESM,13,30
530,Australien und Ozeanien,GESM,14,25
531,Australien und Ozeanien,GESM,15,40
532,Australien und Ozeanien,GESM,16,35
533,Australien und Ozeanien,GESM,17,35
534,Australien und Ozeanien,GESM,18,40
535,Australien und Ozeanien,GESM,19,65
536,Australien und Ozeanien,GESM,20,70
537,Australien und Ozeanien,GESM,21,75
538,Australien und Ozeanien,GESM,22,100
539,Australien und Ozeanien,GESM,23,110
540,Australien und Ozeanien,GESM,24,120
541,Australien und Ozeanien,GESM,25,125
542,Australien und Ozeanien,GESM,26,180
543,Australien und Ozeanien,GESM,27,205
544,Australien und Ozeanien,GESM,28,225
545,Australien und Ozeanien,GESM,29,245
546,Australien und Ozeanien,GESM,30,290
547,Australien und Ozeanien,GESM,31,300
548,Australien und Ozeanien,GESM,32,320
549,Australien und Ozeanien,GESM,33,340
550,Australien und Ozeanien,GESM,34,340
551,Australien und Ozeanien,GESM,35,275
552,Australien und Ozeanien,GESM,36,340
553,Australien und Ozeanien,GESM,37,335
554,Australien und Ozeanien,GESM,38,275
555,Australien und Ozeanien,GESM,39,305
556,Australien und Ozeanien,GESM,40,255
557,Australien und Ozeanien,GESM,41,265
558,Australien und Ozeanien,GESM,42,255
559,Australien und Ozeanien,GESM,43,250
560,Australien und Ozeanien,GESM,44,205
561,Australien und Ozeanien,GESM,45,175
562,Australien und Ozeanien,GESM,46,205
563,Australien und Ozeanien,GESM,47,175
564,Australien und Ozeanien,GESM,48,160
565,Australien und Ozeanien,GESM,49,135
566,Australien und Ozeanien,GESM,50,170
567,Australien und Ozeanien,GESM,51,130
568,Australien und Ozeanien,GESM,52,145
569,Australien und Ozeanien,GESM,53,150
570,Australien und Ozeanien,GESM,54,110
571,Australien und Ozeanien,GESM,55,125
572,Australien und Ozeanien,GESM,56,120
573,Australien und Ozeanien,GESM,57,105
574,Australien und Ozeanien,GESM,58,100
575,Australien und Ozeanien,GESM,59,105
576,Australien und Ozeanien,GESM,60,105
577,Australien und Ozeanien,GESM,61,90
578,Australien und Ozeanien,GESM,62,130
579,Australien und Ozeanien,GESM,63,95
580,Australien und Ozeanien,GESM,64,85
581,Australien und Ozeanien,GESM,65,80
582,Australien und Ozeanien,GESM,66,60
583,Australien und Ozeanien,GESM,67,55
584,Australien und Ozeanien,GESM,68,65
585,Australien und Ozeanien,GESM,69,70
586,Australien und Ozeanien,GESM,70,45
587,Australien und Ozeanien,GESM,71,55
588,Australien und Ozeanien,GESM,72,50
589,Australien und Ozeanien,GESM,73,40
590,Australien und Ozeanien,GESM,74,30
591,Australien und Ozeanien,GESM,75,35
592,Australien und Ozeanien,GESM,76,35
593,Australien und Ozeanien,GESM,77,45
594,Australien und Ozeanien,GESM,78,35
595,Australien und Ozeanien,GESM,79,35
596,Australien und Ozeanien,GESM,80,20
597,Australien und Ozeanien,GESM,81,20
598,Australien und Ozeanien,GESM,82,20
599,Australien und Ozeanien,GESM,83,20
600,Australien und Ozeanien,GESM,84,20
601,Australien und Ozeanien,GESM,85,115
602,Australien und Ozeanien,GESW,0,5
603,Australien und Ozeanien,GESW,1,15
604,Australien und Ozeanien,GESW,2,15
605,Australien und Ozeanien,GESW,3,15
606,Australien und Ozeanien,GESW,4,15
607,Australien und Ozeanien,GESW,5,25
608,Australien und Ozeanien,GESW,6,20
609,Australien und Ozeanien,GESW,7,15
610,Australien und Ozeanien,GESW,8,20
611,Australien und Ozeanien,GESW,9,20
612,Australien und Ozeanien,GESW,10,25
613,Australien und Ozeanien,GESW,11,30
614,Australien und Ozeanien,GESW,12,20
615,Australien und Ozeanien,GESW,13,30
616,Australien und Ozeanien,GESW,14,15
617,Australien und Ozeanien,GESW,15,25
618,Australien und Ozeanien,GESW,16,40
619,Australien und Ozeanien,GESW,17,35
620,Australien und Ozeanien,GESW,18,35
621,Australien und Ozeanien,GESW,19,50
622,Australien und Ozeanien,GESW,20,75
623,Australien und Ozeanien,GESW,21,80
624,Australien und Ozeanien,GESW,22,95
625,Australien und Ozeanien,GESW,23,125
626,Australien und Ozeanien,GESW,24,130
627,Australien und Ozeanien,GESW,25,125
628,Australien und Ozeanien,GESW,26,140
629,Australien und Ozeanien,GESW,27,150
630,Australien und Ozeanien,GESW,28,185
631,Australien und Ozeanien,GESW,29,220
632,Australien und Ozeanien,GESW,30,220
633,Australien und Ozeanien,GESW,31,230
634,Australien und Ozeanien,GESW,32,260
635,Australien und Ozeanien,GESW,33,250
636,Australien und Ozeanien,GESW,34,245
637,Australien und Ozeanien,GESW,35,230
638,Australien und Ozeanien,GESW,36,220
639,Australien und Ozeanien,GESW,37,195
640,Australien und Ozeanien,GESW,38,200
641,Australien und Ozeanien,GESW,39,210
642,Australien und Ozeanien,GESW,40,145
643,Australien und Ozeanien,GESW,41,180
644,Australien und Ozeanien,GESW,42,155
645,Australien und Ozeanien,GESW,43,170
646,Australien und Ozeanien,GESW,44,155
647,Australien und Ozeanien,GESW,45,135
648,Australien und Ozeanien,GESW,46,130
649,Australien und Ozeanien,GESW,47,120
650,Australien und Ozeanien,GESW,48,110
651,Australien und Ozeanien,GESW,49,100
652,Australien und Ozeanien,GESW,50,95
653,Australien und Ozeanien,GESW,51,105
654,Australien und Ozeanien,GESW,52,110
655,Australien und Ozeanien,GESW,53,105
656,Australien und Ozeanien,GESW,54,100
657,Australien und Ozeanien,GESW,55,95
658,Australien und Ozeanien,GESW,56,85
659,Australien und Ozeanien,GESW,57,80
660,Australien und Ozeanien,GESW,58,75
661,Australien und Ozeanien,GESW,59,70
662,Australien und Ozeanien,GESW,60,90
663,Australien und Ozeanien,GESW,61,80
664,Australien und Ozeanien,GESW,62,75
665,Australien und Ozeanien,GESW,63,60
666,Australien und Ozeanien,GESW,64,60
667,Australien und Ozeanien,GESW,65,80
668,Australien und Ozeanien,GESW,66,60
669,Australien und Ozeanien,GESW,67,50
670,Australien und Ozeanien,GESW,68,45
671,Australien und Ozeanien,GESW,69,45
672,Australien und Ozeanien,GESW,70,40
673,Australien und Ozeanien,GESW,71,40
674,Australien und Ozeanien,GESW,72,45
675,Australien und Ozeanien,GESW,73,55
676,Australien und Ozeanien,GESW,74,40
677,Australien und Ozeanien,GESW,75,45
678,Australien und Ozeanien,GESW,76,35
679,Australien und Ozeanien,GESW,77,45
680,Australien und Ozeanien,GESW,78,35
681,Australien und Ozeanien,GESW,79,20
682,Australien und Ozeanien,GESW,80,30
683,Australien und Ozeanien,GESW,81,15
684,Australien und Ozeanien,GESW,82,30
685,Australien und Ozeanien,GESW,83,20
686,Australien und Ozeanien,GESW,84,20
687,Australien und Ozeanien,GESW,85,90
688,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,0,39225
689,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,1,55525
690,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,2,60045
691,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,3,64310
692,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,4,65640
693,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,5,67610
694,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,6,68515
695,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,7,70390
696,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,8,71370
697,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,9,68725
698,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,10,68300
699,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,11,65885
700,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,12,66480
701,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,13,64180
702,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,14,64960
703,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,15,66055
704,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,16,70335
705,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,17,73225
706,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,18,78540
707,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,19,82405
708,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,20,87915
709,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,21,87260
710,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,22,93410
711,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,23,104140
712,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,24,120960
713,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,25,138965
714,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,26,143085
715,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,27,148365
716,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,28,148530
717,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,29,149940
718,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,30,149005
719,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,31,146880
720,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,32,147925
721,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,33,145985
722,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,34,148980
723,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,35,146390
724,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,36,144255
725,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,37,138205
726,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,38,131990
727,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,39,129455
728,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,40,123475
729,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,41,119305
730,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,42,117590
731,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,43,114215
732,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,44,116130
733,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,45,110620
734,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,46,106780
735,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,47,103795
736,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,48,100975
737,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,49,99070
738,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,50,96505
739,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,51,90985
740,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,52,88355
741,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,53,84430
742,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,54,82430
743,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,55,78535
744,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,56,73615
745,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,57,65930
746,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,58,64045
747,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,59,61530
748,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,60,59110
749,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,61,54670
750,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,62,49075
751,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,63,42160
752,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,64,41340
753,Drittstaaten zu EG-10 (bis 31.12.1985),GESM,65,35110
