,Jahr,Herkunfts-/Zielländer,Value
935,2007,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
936,2007,Sudan (ohne Südsudan) (ab 09.07.2011),0
937,2007,Syrien,3364
938,2007,Südafrika,1688
939,2007,Südsudan (ab 09.07.2011),0
940,2007,Tadschikistan,300
941,2007,Tansania,308
942,2007,Thailand,7178
943,2007,Tschechien,13556
944,2007,Tunesien,3836
945,2007,Türkei,53388
946,2007,Uganda,294
947,2007,Ukraine,14348
948,2007,Unbekanntes Ausland,15468
949,2007,Ungarn,44326
950,2007,Ungeklärt / Ohne Angabe,316
951,2007,Uruguay,168
952,2007,Usbekistan,1538
953,2007,"Venezuela, Bolivarische Republik",1008
954,2007,Vereinigte Arabische Emirate,2098
955,2007,Vereinigte Staaten,34990
956,2007,Vereinigtes Königreich,16886
957,2007,Vietnam,8220
958,2007,Zentralafrikanische Republik,20
959,2007,Zypern,334
960,2007,Ägypten,4080
961,2007,Äthiopien,1236
962,2007,Österreich,21192
963,2007,Übriges Afrika,6744
964,2007,Übriges Amerika,5028
965,2007,Übriges Asien,9200
966,2007,Übriges Europa,25262
967,2007,Übriges Ozeanien,68
968,2008,Afghanistan,3424
969,2008,Albanien,1722
970,2008,Algerien,2598
971,2008,Andorra,22
972,2008,Angola,680
973,2008,Argentinien,2122
974,2008,Armenien,1118
975,2008,Aserbaidschan,1580
976,2008,Australien,4666
977,2008,Belarus,2860
978,2008,Belgien,4866
979,2008,"Bolivien, Plurinationaler Staat",530
980,2008,Bosnien und Herzegowina,12280
981,2008,Brasilien,13054
982,2008,Bulgarien,47254
983,2008,Chile,1726
984,2008,China,28370
985,2008,Costa Rica,364
986,2008,Cote d'Ivoire,516
987,2008,Dänemark,4554
988,2008,Estland,1202
989,2008,Finnland,3658
990,2008,Frankreich,27856
991,2008,Georgien,3244
992,2008,Ghana,1656
993,2008,Griechenland,16604
994,2008,Honduras,174
995,2008,Indien,21534
996,2008,Indonesien,2964
997,2008,Insgesamt,1147630
998,2008,Irak,17010
999,2008,"Iran, Islamische Republik",6172
1000,2008,Irland,2430
1001,2008,Island,434
1002,2008,Israel,2536
1003,2008,Italien,39618
1004,2008,Japan,11184
1005,2008,Jemen,942
1006,2008,Jordanien,1290
1007,2008,Kamerun,2482
1008,2008,Kanada,5988
1009,2008,Kasachstan,3746
1010,2008,Kenia,2438
1011,2008,Kirgisistan,1398
1012,2008,Kolumbien,3090
1013,2008,"Kongo, Demokratische Republik",526
1014,2008,"Kongo, Republik",350
1015,2008,"Korea, Demokratische Volksrepublik",572
1016,2008,"Korea, Republik",7208
1017,2008,Kosovo,5490
1018,2008,Kroatien,16836
1019,2008,Kuwait,278
1020,2008,Lettland,3992
1021,2008,Libanon,4714
1022,2008,Libyen,1358
1023,2008,Litauen,6652
1024,2008,Luxemburg,5514
1025,2008,Malta,160
1026,2008,Marokko,6182
1027,2008,Mexiko,5722
1028,2008,Montenegro (ab 03.06.2006),674
1029,2008,Namibia,204
1030,2008,Neuseeland,988
1031,2008,Nicaragua,146
1032,2008,Niederlande,22886
1033,2008,Niger,124
1034,2008,Nigeria,3136
1035,2008,Nordmazedonien,4520
1036,2008,Norwegen,1644
1037,2008,Pakistan,4000
1038,2008,Paraguay,350
1039,2008,Peru,1642
1040,2008,Philippinen,2858
1041,2008,Polen,238354
1042,2008,Portugal,11532
1043,2008,Ruanda,100
1044,2008,Rumänien,94028
1045,2008,Russische Föderation,28632
1046,2008,Saudi-Arabien,1178
1047,2008,Schweden,4794
1048,2008,Schweiz,9394
1049,2008,Senegal,432
1050,2008,Serbien,16912
1051,2008,Singapur,1202
1052,2008,Slowakei,17276
1053,2008,Slowenien,2452
1054,2008,Somalia,454
1055,2008,Spanien,18994
1056,2008,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
1057,2008,Sudan (ohne Südsudan) (ab 09.07.2011),0
1058,2008,Syrien,4128
1059,2008,Südafrika,2002
1060,2008,Südsudan (ab 09.07.2011),0
1061,2008,Tadschikistan,308
1062,2008,Tansania,318
1063,2008,Thailand,6246
1064,2008,Tschechien,13208
1065,2008,Tunesien,3592
1066,2008,Türkei,52346
1067,2008,Uganda,332
1068,2008,Ukraine,12416
1069,2008,Unbekanntes Ausland,14258
1070,2008,Ungarn,50200
1071,2008,Ungeklärt / Ohne Angabe,298
1072,2008,Uruguay,172
1073,2008,Usbekistan,1432
1074,2008,"Venezuela, Bolivarische Republik",962
1075,2008,Vereinigte Arabische Emirate,1714
1076,2008,Vereinigte Staaten,37242
1077,2008,Vereinigtes Königreich,18840
1078,2008,Vietnam,7714
1079,2008,Zentralafrikanische Republik,28
1080,2008,Zypern,352
1081,2008,Ägypten,3630
1082,2008,Äthiopien,1384
1083,2008,Österreich,21252
1084,2008,Übriges Afrika,7096
1085,2008,Übriges Amerika,4298
1086,2008,Übriges Asien,9780
1087,2008,Übriges Europa,3540
1088,2008,Übriges Ozeanien,126
1089,2009,Afghanistan,8918
1090,2009,Albanien,1516
1091,2009,Algerien,2834
1092,2009,Andorra,6
1093,2009,Angola,650
1094,2009,Argentinien,2148
1095,2009,Armenien,1440
1096,2009,Aserbaidschan,2338
1097,2009,Australien,4650
1098,2009,Belarus,2614
1099,2009,Belgien,5046
1100,2009,"Bolivien, Plurinationaler Staat",644
1101,2009,Bosnien und Herzegowina,12160
1102,2009,Brasilien,13278
1103,2009,Bulgarien,57214
1104,2009,Chile,1602
1105,2009,China,29932
1106,2009,Costa Rica,504
1107,2009,Cote d'Ivoire,404
1108,2009,Dänemark,4456
1109,2009,Estland,1698
1110,2009,Finnland,3718
1111,2009,Frankreich,27640
1112,2009,Georgien,4306
1113,2009,Ghana,2124
1114,2009,Griechenland,17432
1115,2009,Honduras,212
1116,2009,Indien,22244
1117,2009,Indonesien,3298
1118,2009,Insgesamt,1212628
1119,2009,Irak,23974
1120,2009,"Iran, Islamische Republik",7542
1121,2009,Irland,2756
1122,2009,Island,542
1123,2009,Israel,3156
1124,2009,Italien,44220
1125,2009,Japan,10434
1126,2009,Jemen,944
1127,2009,Jordanien,1922
1128,2009,Kamerun,3226
1129,2009,Kanada,5594
1130,2009,Kasachstan,3592
1131,2009,Kenia,2878
1132,2009,Kirgisistan,1176
1133,2009,Kolumbien,3324
1134,2009,"Kongo, Demokratische Republik",500
1135,2009,"Kongo, Republik",326
1136,2009,"Korea, Demokratische Volksrepublik",558
1137,2009,"Korea, Republik",7148
1138,2009,Kosovo,12288
1139,2009,Kroatien,17664
1140,2009,Kuwait,370
1141,2009,Lettland,9694
1142,2009,Libanon,4704
1143,2009,Libyen,1336
1144,2009,Litauen,8878
1145,2009,Luxemburg,4924
1146,2009,Malta,154
1147,2009,Marokko,6968
1148,2009,Mexiko,5428
1149,2009,Montenegro (ab 03.06.2006),834
1150,2009,Namibia,216
1151,2009,Neuseeland,1126
1152,2009,Nicaragua,152
1153,2009,Niederlande,19600
1154,2009,Niger,144
1155,2009,Nigeria,3554
1156,2009,Nordmazedonien,4622
1157,2009,Norwegen,1512
1158,2009,Pakistan,4818
1159,2009,Paraguay,372
1160,2009,Peru,1488
1161,2009,Philippinen,3040
1162,2009,Polen,221902
1163,2009,Portugal,13196
1164,2009,Ruanda,200
1165,2009,Rumänien,111482
1166,2009,Russische Föderation,29760
1167,2009,Saudi-Arabien,1142
1168,2009,Schweden,4944
1169,2009,Schweiz,9634
1170,2009,Senegal,482
1171,2009,Serbien,15668
1172,2009,Singapur,1084
1173,2009,Slowakei,16792
1174,2009,Slowenien,2896
1175,2009,Somalia,762
1176,2009,Spanien,23422
1177,2009,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
1178,2009,Sudan (ohne Südsudan) (ab 09.07.2011),0
1179,2009,Syrien,6032
1180,2009,Südafrika,1570
1181,2009,Südsudan (ab 09.07.2011),0
1182,2009,Tadschikistan,392
1183,2009,Tansania,376
1184,2009,Thailand,6750
1185,2009,Tschechien,12890
1186,2009,Tunesien,3472
1187,2009,Türkei,53276
1188,2009,Uganda,362
1189,2009,Ukraine,12162
1190,2009,Unbekanntes Ausland,15624
1191,2009,Ungarn,50516
1192,2009,Ungeklärt / Ohne Angabe,500
1193,2009,Uruguay,178
1194,2009,Usbekistan,1364
1195,2009,"Venezuela, Bolivarische Republik",1078
1196,2009,Vereinigte Arabische Emirate,2730
1197,2009,Vereinigte Staaten,37432
1198,2009,Vereinigtes Königreich,19194
1199,2009,Vietnam,8428
1200,2009,Zentralafrikanische Republik,44
1201,2009,Zypern,466
1202,2009,Ägypten,3760
1203,2009,Äthiopien,1558
1204,2009,Österreich,21938
1205,2009,Übriges Afrika,7666
1206,2009,Übriges Amerika,4314
1207,2009,Übriges Asien,10440
1208,2009,Übriges Europa,1690
1209,2009,Übriges Ozeanien,336
1210,2010,Afghanistan,14352
1211,2010,Albanien,1332
1212,2010,Algerien,2810
1213,2010,Andorra,4
1214,2010,Angola,738
1215,2010,Argentinien,2218
1216,2010,Armenien,1688
1217,2010,Aserbaidschan,2044
1218,2010,Australien,4918
1219,2010,Belarus,2570
1220,2010,Belgien,5994
1221,2010,"Bolivien, Plurinationaler Staat",526
1222,2010,Bosnien und Herzegowina,13560
1223,2010,Brasilien,12914
1224,2010,Bulgarien,78230
1225,2010,Chile,1782
1226,2010,China,31698
1227,2010,Costa Rica,468
1228,2010,Cote d'Ivoire,420
1229,2010,Dänemark,4610
1230,2010,Estland,2292
1231,2010,Finnland,3824
1232,2010,Frankreich,28284
1233,2010,Georgien,4578
1234,2010,Ghana,2298
1235,2010,Griechenland,25046
1236,2010,Honduras,220
1237,2010,Indien,24436
1238,2010,Indonesien,3306
1239,2010,Insgesamt,1367060
1240,2010,Irak,17680
1241,2010,"Iran, Islamische Republik",10934
1242,2010,Irland,2972
1243,2010,Island,500
1244,2010,Israel,3646
1245,2010,Italien,49040
1246,2010,Japan,10708
1247,2010,Jemen,890
1248,2010,Jordanien,1818
1249,2010,Kamerun,3246
1250,2010,Kanada,5964
1251,2010,Kasachstan,3214
1252,2010,Kenia,2980
1253,2010,Kirgisistan,1222
1254,2010,Kolumbien,3442
1255,2010,"Kongo, Demokratische Republik",564
1256,2010,"Kongo, Republik",212
1257,2010,"Korea, Demokratische Volksrepublik",486
1258,2010,"Korea, Republik",7810
1259,2010,Kosovo,13426
1260,2010,Kroatien,19878
1261,2010,Kuwait,446
1262,2010,Lettland,15190
1263,2010,Libanon,4356
1264,2010,Libyen,1856
1265,2010,Litauen,12014
1266,2010,Luxemburg,4644
1267,2010,Malta,282
1268,2010,Marokko,6402
1269,2010,Mexiko,5858
1270,2010,Montenegro (ab 03.06.2006),1322
1271,2010,Namibia,260
1272,2010,Neuseeland,1228
1273,2010,Nicaragua,136
1274,2010,Niederlande,18836
1275,2010,Niger,162
1276,2010,Nigeria,3802
1277,2010,Nordmazedonien,14996
1278,2010,Norwegen,1738
1279,2010,Pakistan,5728
1280,2010,Paraguay,356
1281,2010,Peru,1466
1282,2010,Philippinen,3432
1283,2010,Polen,229452
1284,2010,Portugal,12836
1285,2010,Ruanda,158
1286,2010,Rumänien,147704
1287,2010,Russische Föderation,30640
1288,2010,Saudi-Arabien,1788
1289,2010,Schweden,5104
1290,2010,Schweiz,9896
1291,2010,Senegal,450
1292,2010,Serbien,35340
1293,2010,Singapur,1546
1294,2010,Slowakei,16868
1295,2010,Slowenien,3570
1296,2010,Somalia,4828
1297,2010,Spanien,27214
1298,2010,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
1299,2010,Sudan (ohne Südsudan) (ab 09.07.2011),0
1300,2010,Syrien,6762
1301,2010,Südafrika,1628
1302,2010,Südsudan (ab 09.07.2011),0
1303,2010,Tadschikistan,454
1304,2010,Tansania,374
1305,2010,Thailand,6644
1306,2010,Tschechien,13058
1307,2010,Tunesien,3616
1308,2010,Türkei,53902
1309,2010,Uganda,432
1310,2010,Ukraine,12298
1311,2010,Unbekanntes Ausland,12150
1312,2010,Ungarn,58440
1313,2010,Ungeklärt / Ohne Angabe,476
1314,2010,Uruguay,166
1315,2010,Usbekistan,1410
1316,2010,"Venezuela, Bolivarische Republik",1018
1317,2010,Vereinigte Arabische Emirate,2514
1318,2010,Vereinigte Staaten,38592
1319,2010,Vereinigtes Königreich,20278
1320,2010,Vietnam,8014
1321,2010,Zentralafrikanische Republik,36
1322,2010,Zypern,494
1323,2010,Ägypten,4054
1324,2010,Äthiopien,1774
1325,2010,Österreich,22644
1326,2010,Übriges Afrika,7930
1327,2010,Übriges Amerika,4582
1328,2010,Übriges Asien,11358
1329,2010,Übriges Europa,1898
1330,2010,Übriges Ozeanien,368
1331,2011,Afghanistan,18162
1332,2011,Albanien,1918
1333,2011,Algerien,2798
1334,2011,Andorra,18
1335,2011,Angola,654
1336,2011,Argentinien,2264
1337,2011,Armenien,1852
1338,2011,Aserbaidschan,2630
1339,2011,Australien,5470
1340,2011,Belarus,2732
1341,2011,Belgien,6492
1342,2011,"Bolivien, Plurinationaler Staat",494
1343,2011,Bosnien und Herzegowina,18016
1344,2011,Brasilien,14154
1345,2011,Bulgarien,102638
1346,2011,Chile,1860
1347,2011,China,35300
1348,2011,Costa Rica,440
1349,2011,Cote d'Ivoire,626
1350,2011,Dänemark,5092
1351,2011,Estland,2882
1352,2011,Finnland,4334
1353,2011,Frankreich,29566
1354,2011,Georgien,4390
1355,2011,Ghana,2562
1356,2011,Griechenland,47558
1357,2011,Honduras,266
1358,2011,Indien,28212
1359,2011,Indonesien,3716
1360,2011,Insgesamt,1683390
1361,2011,Irak,14082
1362,2011,"Iran, Islamische Republik",13756
1363,2011,Irland,3928
1364,2011,Island,628
1365,2011,Israel,3620
1366,2011,Italien,60308
1367,2011,Japan,13256
1368,2011,Jemen,698
1369,2011,Jordanien,2140
1370,2011,Kamerun,3624
1371,2011,Kanada,6544
1372,2011,Kasachstan,3348
1373,2011,Kenia,2050
1374,2011,Kirgisistan,1402
1375,2011,Kolumbien,4068
1376,2011,"Kongo, Demokratische Republik",482
1377,2011,"Kongo, Republik",340
1378,2011,"Korea, Demokratische Volksrepublik",418
1379,2011,"Korea, Republik",8954
1380,2011,Kosovo,13132
1381,2011,Kroatien,22394
1382,2011,Kuwait,384
1383,2011,Lettland,20150
1384,2011,Libanon,4430
1385,2011,Libyen,1942
1386,2011,Litauen,19634
1387,2011,Luxemburg,4824
1388,2011,Malta,502
1389,2011,Marokko,7060
1390,2011,Mexiko,6900
1391,2011,Montenegro (ab 03.06.2006),1302
1392,2011,Namibia,278
1393,2011,Neuseeland,1300
1394,2011,Nicaragua,160
1395,2011,Niederlande,19566
1396,2011,Niger,162
1397,2011,Nigeria,3820
1398,2011,Nordmazedonien,10982
1399,2011,Norwegen,1926
1400,2011,Pakistan,9568
1401,2011,Paraguay,422
1402,2011,Peru,1392
1403,2011,Philippinen,3350
1404,2011,Polen,326828
1405,2011,Portugal,16426
1406,2011,Ruanda,182
1407,2011,Rumänien,189412
1408,2011,Russische Föderation,33164
1409,2011,Saudi-Arabien,1966
1410,2011,Schweden,5692
1411,2011,Schweiz,10606
1412,2011,Senegal,442
1413,2011,Serbien,34066
1414,2011,Singapur,1582
1415,2011,Slowakei,23786
1416,2011,Slowenien,6420
1417,2011,Somalia,2274
1418,2011,Spanien,41344
1419,2011,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
1420,2011,Sudan (ohne Südsudan) (ab 09.07.2011),0
1421,2011,Syrien,9150
1422,2011,Südafrika,1826
1423,2011,Südsudan (ab 09.07.2011),0
1424,2011,Tadschikistan,576
1425,2011,Tansania,388
1426,2011,Thailand,6354
1427,2011,Tschechien,18062
1428,2011,Tunesien,4996
1429,2011,Türkei,55710
1430,2011,Uganda,466
1431,2011,Ukraine,13368
1432,2011,Unbekanntes Ausland,0
1433,2011,Ungarn,82272
1434,2011,Ungeklärt / Ohne Angabe,13704
1435,2011,Uruguay,158
1436,2011,Usbekistan,1428
1437,2011,"Venezuela, Bolivarische Republik",1036
1438,2011,Vereinigte Arabische Emirate,2240
1439,2011,Vereinigte Staaten,42624
1440,2011,Vereinigtes Königreich,22496
1441,2011,Vietnam,7334
1442,2011,Zentralafrikanische Republik,18
1443,2011,Zypern,738
1444,2011,Ägypten,4442
1445,2011,Äthiopien,2032
1446,2011,Österreich,23422
1447,2011,Übriges Afrika,7870
1448,2011,Übriges Amerika,4790
1449,2011,Übriges Asien,12646
1450,2011,Übriges Europa,2414
1451,2011,Übriges Ozeanien,318
1452,2012,Afghanistan,16454
1453,2012,Albanien,2742
1454,2012,Algerien,2818
1455,2012,Andorra,22
1456,2012,Angola,792
1457,2012,Argentinien,2340
1458,2012,Armenien,2640
1459,2012,Aserbaidschan,2648
1460,2012,Australien,5406
1461,2012,Belarus,3138
1462,2012,Belgien,7198
1463,2012,"Bolivien, Plurinationaler Staat",574
1464,2012,Bosnien und Herzegowina,21960
1465,2012,Brasilien,14454
1466,2012,Bulgarien,117008
1467,2012,Chile,1764
1468,2012,China,38094
1469,2012,Costa Rica,496
1470,2012,Cote d'Ivoire,584
1471,2012,Dänemark,5180
1472,2012,Estland,2610
1473,2012,Finnland,4662
1474,2012,Frankreich,31162
1475,2012,Georgien,6500
1476,2012,Ghana,2960
1477,2012,Griechenland,68218
1478,2012,Honduras,244
1479,2012,Indien,33304
1480,2012,Indonesien,4248
1481,2012,Insgesamt,1931816
1482,2012,Irak,12466
1483,2012,"Iran, Islamische Republik",15686
1484,2012,Irland,4194
1485,2012,Island,404
1486,2012,Israel,4072
1487,2012,Italien,84334
1488,2012,Japan,12748
1489,2012,Jemen,644
1490,2012,Jordanien,2636
1491,2012,Kamerun,3552
1492,2012,Kanada,6878
1493,2012,Kasachstan,3316
1494,2012,Kenia,2150
1495,2012,Kirgisistan,1178
1496,2012,Kolumbien,4320
1497,2012,"Kongo, Demokratische Republik",696
1498,2012,"Kongo, Republik",226
1499,2012,"Korea, Demokratische Volksrepublik",428
1500,2012,"Korea, Republik",9406
1501,2012,Kosovo,14884
1502,2012,Kroatien,25216
1503,2012,Kuwait,594
1504,2012,Lettland,18466
1505,2012,Libanon,4284
1506,2012,Libyen,3764
1507,2012,Litauen,19912
1508,2012,Luxemburg,4880
1509,2012,Malta,260
1510,2012,Marokko,7404
1511,2012,Mexiko,6840
1512,2012,Montenegro (ab 03.06.2006),1966
1513,2012,Namibia,252
1514,2012,Neuseeland,1304
1515,2012,Nicaragua,154
1516,2012,Niederlande,19976
1517,2012,Niger,228
1518,2012,Nigeria,3636
1519,2012,Nordmazedonien,21556
1520,2012,Norwegen,1998
1521,2012,Pakistan,11228
1522,2012,Paraguay,396
1523,2012,Peru,1548
1524,2012,Philippinen,3350
1525,2012,Polen,352734
1526,2012,Portugal,23524
1527,2012,Ruanda,192
1528,2012,Rumänien,232308
1529,2012,Russische Föderation,35480
1530,2012,Saudi-Arabien,2490
1531,2012,Schweden,6226
1532,2012,Schweiz,11482
1533,2012,Senegal,604
1534,2012,Serbien,44950
1535,2012,Singapur,1568
1536,2012,Slowakei,27186
1537,2012,Slowenien,10416
1538,2012,Somalia,2624
1539,2012,Spanien,59820
1540,2012,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
1541,2012,Sudan (ohne Südsudan) (ab 09.07.2011),0
1542,2012,Syrien,16626
1543,2012,Südafrika,1814
1544,2012,Südsudan (ab 09.07.2011),0
1545,2012,Tadschikistan,430
1546,2012,Tansania,348
1547,2012,Thailand,6464
1548,2012,Tschechien,20070
1549,2012,Tunesien,5924
1550,2012,Türkei,50828
1551,2012,Uganda,442
1552,2012,Ukraine,14458
1553,2012,Unbekanntes Ausland,0
1554,2012,Ungarn,107784
1555,2012,Ungeklärt / Ohne Angabe,10486
1556,2012,Uruguay,202
1557,2012,Usbekistan,1142
1558,2012,"Venezuela, Bolivarische Republik",1212
1559,2012,Vereinigte Arabische Emirate,2984
1560,2012,Vereinigte Staaten,41014
1561,2012,Vereinigtes Königreich,24322
1562,2012,Vietnam,6576
1563,2012,Zentralafrikanische Republik,28
1564,2012,Zypern,1120
1565,2012,Ägypten,5652
1566,2012,Äthiopien,2092
1567,2012,Österreich,23186
1568,2012,Übriges Afrika,9728
1569,2012,Übriges Amerika,4916
1570,2012,Übriges Asien,13458
1571,2012,Übriges Europa,2984
1572,2012,Übriges Ozeanien,272
1573,2013,Afghanistan,17432
1574,2013,Albanien,5678
1575,2013,Algerien,4314
1576,2013,Andorra,40
1577,2013,Angola,656
1578,2013,Argentinien,2606
1579,2013,Armenien,3780
1580,2013,Aserbaidschan,3282
1581,2013,Australien,6126
1582,2013,Belarus,3330
1583,2013,Belgien,7568
1584,2013,"Bolivien, Plurinationaler Staat",538
1585,2013,Bosnien und Herzegowina,27856
1586,2013,Brasilien,15702
1587,2013,Bulgarien,117900
1588,2013,Chile,1682
1589,2013,China,40758
1590,2013,Costa Rica,530
1591,2013,Cote d'Ivoire,960
1592,2013,Dänemark,5674
1593,2013,Estland,2734
1594,2013,Finnland,4732
1595,2013,Frankreich,33186
1596,2013,Georgien,8420
1597,2013,Ghana,3700
1598,2013,Griechenland,66758
1599,2013,Honduras,262
1600,2013,Indien,35586
1601,2013,Indonesien,5210
1602,2013,Insgesamt,2216136
1603,2013,Irak,9998
1604,2013,"Iran, Islamische Republik",15318
1605,2013,Irland,4140
1606,2013,Island,460
1607,2013,Israel,4444
1608,2013,Italien,115046
1609,2013,Japan,13012
1610,2013,Jemen,932
1611,2013,Jordanien,2962
1612,2013,Kamerun,4318
1613,2013,Kanada,6954
1614,2013,Kasachstan,3914
1615,2013,Kenia,1842
1616,2013,Kirgisistan,1206
1617,2013,Kolumbien,4704
1618,2013,"Kongo, Demokratische Republik",678
1619,2013,"Kongo, Republik",282
1620,2013,"Korea, Demokratische Volksrepublik",574
1621,2013,"Korea, Republik",10498
1622,2013,Kosovo,19584
1623,2013,Kroatien,49690
1624,2013,Kuwait,1246
1625,2013,Lettland,16628
1626,2013,Libanon,4730
1627,2013,Libyen,8786
1628,2013,Litauen,18106
1629,2013,Luxemburg,5490
1630,2013,Malta,294
1631,2013,Marokko,9298
1632,2013,Mexiko,7078
1633,2013,Montenegro (ab 03.06.2006),1980
1634,2013,Namibia,230
1635,2013,Neuseeland,1336
1636,2013,Nicaragua,182
1637,2013,Niederlande,21944
1638,2013,Niger,364
1639,2013,Nigeria,5994
1640,2013,Nordmazedonien,26944
1641,2013,Norwegen,2304
1642,2013,Pakistan,13426
1643,2013,Paraguay,404
1644,2013,Peru,1456
1645,2013,Philippinen,3092
1646,2013,Polen,378218
1647,2013,Portugal,27292
1648,2013,Ruanda,202
1649,2013,Rumänien,268988
1650,2013,Russische Föderation,60044
1651,2013,Saudi-Arabien,3542
1652,2013,Schweden,6190
1653,2013,Schweiz,12148
1654,2013,Senegal,1608
1655,2013,Serbien,55698
1656,2013,Singapur,1682
1657,2013,Slowakei,29488
1658,2013,Slowenien,12868
1659,2013,Somalia,8066
1660,2013,Spanien,73022
1661,2013,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
1662,2013,Sudan (ohne Südsudan) (ab 09.07.2011),0
1663,2013,Syrien,36954
1664,2013,Südafrika,1864
1665,2013,Südsudan (ab 09.07.2011),0
1666,2013,Tadschikistan,702
1667,2013,Tansania,488
1668,2013,Thailand,6480
1669,2013,Tschechien,21968
1670,2013,Tunesien,7060
1671,2013,Türkei,45460
1672,2013,Uganda,446
1673,2013,Ukraine,14766
1674,2013,Unbekanntes Ausland,0
1675,2013,Ungarn,116136
1676,2013,Ungeklärt / Ohne Angabe,9374
1677,2013,Uruguay,242
1678,2013,Usbekistan,934
1679,2013,"Venezuela, Bolivarische Republik",1256
1680,2013,Vereinigte Arabische Emirate,4196
1681,2013,Vereinigte Staaten,42746
1682,2013,Vereinigtes Königreich,24724
1683,2013,Vietnam,6528
1684,2013,Zentralafrikanische Republik,60
1685,2013,Zypern,1846
1686,2013,Ägypten,10846
1687,2013,Äthiopien,2566
1688,2013,Österreich,23520
1689,2013,Übriges Afrika,20918
1690,2013,Übriges Amerika,5168
1691,2013,Übriges Asien,16824
1692,2013,Übriges Europa,3882
1693,2013,Übriges Ozeanien,258
1694,2014,Afghanistan,24594
1695,2014,Albanien,26072
1696,2014,Algerien,7278
1697,2014,Andorra,26
1698,2014,Angola,648
1699,2014,Argentinien,2772
1700,2014,Armenien,5964
1701,2014,Aserbaidschan,4276
1702,2014,Australien,6126
1703,2014,Belarus,3594
1704,2014,Belgien,8244
1705,2014,"Bolivien, Plurinationaler Staat",568
1706,2014,Bosnien und Herzegowina,40984
1707,2014,Brasilien,18504
1708,2014,Bulgarien,154750
1709,2014,Chile,2016
1710,2014,China,44906
1711,2014,Costa Rica,572
1712,2014,Cote d'Ivoire,962
1713,2014,Dänemark,5324
1714,2014,Estland,2224
1715,2014,Finnland,4768
1716,2014,Frankreich,34614
1717,2014,Georgien,10624
1718,2014,Ghana,4796
1719,2014,Griechenland,61204
1720,2014,Honduras,216
1721,2014,Indien,40924
1722,2014,Indonesien,4768
1723,2014,Insgesamt,2685058
1724,2014,Irak,14366
1725,2014,"Iran, Islamische Republik",13718
1726,2014,Irland,4392
1727,2014,Island,550
1728,2014,Israel,4874
1729,2014,Italien,140776
1730,2014,Japan,12988
1731,2014,Jemen,1156
1732,2014,Jordanien,3372
1733,2014,Kamerun,5054
1734,2014,Kanada,7452
1735,2014,Kasachstan,4982
1736,2014,Kenia,1708
1737,2014,Kirgisistan,1174
1738,2014,Kolumbien,4642
1739,2014,"Kongo, Demokratische Republik",456
1740,2014,"Kongo, Republik",348
1741,2014,"Korea, Demokratische Volksrepublik",554
1742,2014,"Korea, Republik",12076
1743,2014,Kosovo,39658
1744,2014,Kroatien,87686
1745,2014,Kuwait,3124
1746,2014,Lettland,14712
1747,2014,Libanon,8426
1748,2014,Libyen,8882
1749,2014,Litauen,16688
1750,2014,Luxemburg,5996
1751,2014,Malta,322
1752,2014,Marokko,10446
1753,2014,Mexiko,9516
1754,2014,Montenegro (ab 03.06.2006),4566
1755,2014,Namibia,204
1756,2014,Neuseeland,1372
1757,2014,Nicaragua,192
1758,2014,Niederlande,22854
1759,2014,Niger,420
1760,2014,Nigeria,10306
1761,2014,Nordmazedonien,29300
1762,2014,Norwegen,2216
1763,2014,Pakistan,16048
1764,2014,Paraguay,514
1765,2014,Peru,1494
1766,2014,Philippinen,3138
1767,2014,Polen,381852
1768,2014,Portugal,22310
1769,2014,Ruanda,256
1770,2014,Rumänien,381862
1771,2014,Russische Föderation,38266
1772,2014,Saudi-Arabien,4680
1773,2014,Schweden,6640
1774,2014,Schweiz,12826
1775,2014,Senegal,2178
1776,2014,Serbien,79150
1777,2014,Singapur,1928
1778,2014,Slowakei,30566
1779,2014,Slowenien,13490
1780,2014,Somalia,12568
1781,2014,Spanien,68752
1782,2014,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
1783,2014,Sudan (ohne Südsudan) (ab 09.07.2011),0
1784,2014,Syrien,129410
1785,2014,Südafrika,1916
1786,2014,Südsudan (ab 09.07.2011),0
1787,2014,Tadschikistan,1304
1788,2014,Tansania,480
1789,2014,Thailand,6138
1790,2014,Tschechien,24452
1791,2014,Tunesien,8958
1792,2014,Türkei,47004
1793,2014,Uganda,444
1794,2014,Ukraine,25074
1795,2014,Unbekanntes Ausland,10516
1796,2014,Ungarn,112878
1797,2014,Ungeklärt / Ohne Angabe,1028
1798,2014,Uruguay,228
1799,2014,Usbekistan,910
1800,2014,"Venezuela, Bolivarische Republik",1614
1801,2014,Vereinigte Arabische Emirate,5552
1802,2014,Vereinigte Staaten,43008
1803,2014,Vereinigtes Königreich,25346
1804,2014,Vietnam,7550
1805,2014,Zentralafrikanische Republik,144
1806,2014,Zypern,1862
1807,2014,Ägypten,9424
1808,2014,Äthiopien,3504
