,Jahr,Herkunfts-/Zielländer,Value
2680,2022,Cote d'Ivoire,1352
2681,2022,Dänemark,4880
2682,2022,Estland,1748
2683,2022,Finnland,3632
2684,2022,Frankreich,30042
2685,2022,Georgien,23554
2686,2022,Ghana,6920
2687,2022,Griechenland,45232
2688,2022,Honduras,916
2689,2022,Indien,96988
2690,2022,Indonesien,6436
2691,2022,Insgesamt,4962038
2692,2022,Irak,26998
2693,2022,"Iran, Islamische Republik",38032
2694,2022,Irland,5802
2695,2022,Island,420
2696,2022,Israel,4580
2697,2022,Italien,86394
2698,2022,Japan,11172
2699,2022,Jemen,3290
2700,2022,Jordanien,6182
2701,2022,Kamerun,5374
2702,2022,Kanada,5844
2703,2022,Kasachstan,4692
2704,2022,Kenia,3822
2705,2022,Kirgisistan,4062
2706,2022,Kolumbien,11440
2707,2022,"Kongo, Demokratische Republik",1252
2708,2022,"Kongo, Republik",410
2709,2022,"Korea, Demokratische Volksrepublik",214
2710,2022,"Korea, Republik",11920
2711,2022,Kosovo,40832
2712,2022,Kroatien,43452
2713,2022,Kuwait,776
2714,2022,Lettland,10890
2715,2022,Libanon,13288
2716,2022,Libyen,3824
2717,2022,Litauen,12856
2718,2022,Luxemburg,6298
2719,2022,Malta,780
2720,2022,Marokko,19068
2721,2022,Mexiko,10286
2722,2022,Montenegro (ab 03.06.2006),4712
2723,2022,Namibia,564
2724,2022,Neuseeland,798
2725,2022,Nicaragua,726
2726,2022,Niederlande,20402
2727,2022,Niger,260
2728,2022,Nigeria,7984
2729,2022,Nordmazedonien,46520
2730,2022,Norwegen,2426
2731,2022,Pakistan,17884
2732,2022,Paraguay,638
2733,2022,Peru,3158
2734,2022,Philippinen,12276
2735,2022,Polen,209780
2736,2022,Portugal,16098
2737,2022,Ruanda,1342
2738,2022,Rumänien,407916
2739,2022,Russische Föderation,51796
2740,2022,Saudi-Arabien,2058
2741,2022,Schweden,9086
2742,2022,Schweiz,10674
2743,2022,Senegal,1100
2744,2022,Serbien,50930
2745,2022,Singapur,2116
2746,2022,Slowakei,21006
2747,2022,Slowenien,6136
2748,2022,Somalia,5354
2749,2022,Spanien,52658
2750,2022,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
2751,2022,Sudan (ohne Südsudan) (ab 09.07.2011),0
2752,2022,Syrien,136330
2753,2022,Südafrika,3508
2754,2022,Südsudan (ab 09.07.2011),0
2755,2022,Tadschikistan,4872
2756,2022,Tansania,964
2757,2022,Thailand,6864
2758,2022,Tschechien,19004
2759,2022,Tunesien,16424
2760,2022,Türkei,150268
2761,2022,Uganda,1776
2762,2022,Ukraine,2191234
2763,2022,Unbekanntes Ausland,87240
2764,2022,Ungarn,58486
2765,2022,Ungeklärt / Ohne Angabe,41434
2766,2022,Uruguay,500
2767,2022,Usbekistan,3768
2768,2022,"Venezuela, Bolivarische Republik",5344
2769,2022,Vereinigte Arabische Emirate,5366
2770,2022,Vereinigte Staaten,32248
2771,2022,Vereinigtes Königreich,18826
2772,2022,Vietnam,17238
2773,2022,Zentralafrikanische Republik,86
2774,2022,Zypern,1412
2775,2022,Ägypten,17028
2776,2022,Äthiopien,4230
2777,2022,Österreich,22890
2778,2022,Übriges Afrika,23398
2779,2022,Übriges Amerika,7020
2780,2022,Übriges Asien,22970
2781,2022,Übriges Europa,39902
2782,2022,Übriges Ozeanien,54
2783,2023,Afghanistan,97052
2784,2023,Albanien,38888
2785,2023,Algerien,12096
2786,2023,Andorra,42
2787,2023,Angola,1658
2788,2023,Argentinien,6690
2789,2023,Armenien,6684
2790,2023,Aserbaidschan,9340
2791,2023,Australien,4622
2792,2023,Belarus,4620
2793,2023,Belgien,7796
2794,2023,"Bolivien, Plurinationaler Staat",742
2795,2023,Bosnien und Herzegowina,41918
2796,2023,Brasilien,21036
2797,2023,Bulgarien,122356
2798,2023,Chile,4166
2799,2023,China,38440
2800,2023,Costa Rica,796
2801,2023,Cote d'Ivoire,3668
2802,2023,Dänemark,4528
2803,2023,Estland,1680
2804,2023,Finnland,3916
2805,2023,Frankreich,30502
2806,2023,Georgien,23844
2807,2023,Ghana,7808
2808,2023,Griechenland,42364
2809,2023,Honduras,1004
2810,2023,Indien,99704
2811,2023,Indonesien,7188
2812,2023,Insgesamt,3482306
2813,2023,Irak,22496
2814,2023,"Iran, Islamische Republik",41596
2815,2023,Irland,5464
2816,2023,Island,360
2817,2023,Israel,6418
2818,2023,Italien,88010
2819,2023,Japan,12112
2820,2023,Jemen,4180
2821,2023,Jordanien,6204
2822,2023,Kamerun,9330
2823,2023,Kanada,6702
2824,2023,Kasachstan,4328
2825,2023,Kenia,4116
2826,2023,Kirgisistan,4268
2827,2023,Kolumbien,15602
2828,2023,"Kongo, Demokratische Republik",1708
2829,2023,"Kongo, Republik",384
2830,2023,"Korea, Demokratische Volksrepublik",208
2831,2023,"Korea, Republik",12726
2832,2023,Kosovo,44026
2833,2023,Kroatien,36380
2834,2023,Kuwait,1196
2835,2023,Lettland,10514
2836,2023,Libanon,12902
2837,2023,Libyen,3790
2838,2023,Litauen,11450
2839,2023,Luxemburg,6080
2840,2023,Malta,908
2841,2023,Marokko,24416
2842,2023,Mexiko,9910
2843,2023,Montenegro (ab 03.06.2006),4796
2844,2023,Namibia,792
2845,2023,Neuseeland,970
2846,2023,Nicaragua,468
2847,2023,Niederlande,21182
2848,2023,Niger,724
2849,2023,Nigeria,7162
2850,2023,Nordmazedonien,45416
2851,2023,Norwegen,2898
2852,2023,Pakistan,21970
2853,2023,Paraguay,634
2854,2023,Peru,3456
2855,2023,Philippinen,16534
2856,2023,Polen,208552
2857,2023,Portugal,18028
2858,2023,Ruanda,1988
2859,2023,Rumänien,377362
2860,2023,Russische Föderation,41210
2861,2023,Saudi-Arabien,2018
2862,2023,Schweden,11544
2863,2023,Schweiz,10934
2864,2023,Senegal,1496
2865,2023,Serbien,50860
2866,2023,Singapur,2010
2867,2023,Slowakei,19144
2868,2023,Slowenien,6752
2869,2023,Somalia,9024
2870,2023,Spanien,53492
2871,2023,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
2872,2023,Sudan (ohne Südsudan) (ab 09.07.2011),0
2873,2023,Syrien,203224
2874,2023,Südafrika,3294
2875,2023,Südsudan (ab 09.07.2011),0
2876,2023,Tadschikistan,3086
2877,2023,Tansania,1394
2878,2023,Thailand,6742
2879,2023,Tschechien,20300
2880,2023,Tunesien,21432
2881,2023,Türkei,239160
2882,2023,Uganda,2718
2883,2023,Ukraine,551356
2884,2023,Unbekanntes Ausland,62252
2885,2023,Ungarn,67404
2886,2023,Ungeklärt / Ohne Angabe,57520
2887,2023,Uruguay,528
2888,2023,Usbekistan,4490
2889,2023,"Venezuela, Bolivarische Republik",9440
2890,2023,Vereinigte Arabische Emirate,5000
2891,2023,Vereinigte Staaten,31888
2892,2023,Vereinigtes Königreich,18818
2893,2023,Vietnam,22110
2894,2023,Zentralafrikanische Republik,140
2895,2023,Zypern,1628
2896,2023,Ägypten,19210
2897,2023,Äthiopien,5024
2898,2023,Österreich,23192
2899,2023,Übriges Afrika,36130
2900,2023,Übriges Amerika,7630
2901,2023,Übriges Asien,26632
2902,2023,Übriges Europa,36154
2903,2023,Übriges Ozeanien,62
