"Region ";"Beschäftigungsquote "
"Baden-Württemberg";"45,3"
"Bayern";"48,8"
"Berlin";"33,2"
"Brandenburg";"33,9"
"Bremen";"45,4"
"Hamburg";"47,1"
"Hessen";"40,6"
"Mecklenburg-Vorpommern";"29,4"
"Niedersachsen";"42,2"
"Nordrhein-Westfalen";"40,5"
"Rheinland-Pfalz";"43,5"
"Saarland";"47,1"
"Sachsen";"42,1"
"Sachsen-Anhalt";"40,3"
"Schleswig-Holstein";"41,1"
"Thüringen";"45,7"
