"Region ";"Beschäftigungsquote "
"Baden-Württemberg";"46,8"
"Bayern";"52,0"
"Berlin";"34,6"
"Brandenburg";"45,8"
"Bremen";"38,5"
"Hamburg";"32,4"
"Hessen";"48,7"
"Mecklenburg-Vorpommern";"37,3"
"Niedersachsen";"42,3"
"Nordrhein-Westfalen";"38,3"
"Rheinland-Pfalz";"50,4"
"Saarland";"42,1"
"Sachsen";"42,6"
"Sachsen-Anhalt";"35,1"
"Schleswig-Holstein";"37,0"
"Thüringen";"49,0"
