"Region ";"Beschäftigungsquote "
"Baden-Württemberg";"66,7"
"Bayern";"64,4"
"Berlin";"54,1"
"Brandenburg";"55,3"
"Bremen";"71,3"
"Hamburg";"86,6"
"Hessen";"61,7"
"Mecklenburg-Vorpommern";"47,8"
"Niedersachsen";"58,5"
"Nordrhein-Westfalen";"56,9"
"Rheinland-Pfalz";"59,6"
"Saarland";"53,6"
"Sachsen";"56,8"
"Sachsen-Anhalt";"55,6"
"Schleswig-Holstein";"54,3"
"Thüringen";"50,2"
