Stichtag,Bundesland,Geschlecht,Ländergruppierungen_Code,Ländergruppierungen_Label,Anzahl,Ausländer
2024-12-31,Sachsen,weiblich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),123075,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,EUROPA,Europa,39160,Ausländer
2024-12-31,Hessen,männlich,EUROPA-EU-15,EU-15 (bis 30.04.2004),110235,Ausländer
2024-12-31,Saarland,weiblich,EUROPA-EG-12,EG-12 (bis 31.12.1994),16670,Ausländer
2024-12-31,Hamburg,weiblich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),169315,Ausländer
2024-12-31,Hamburg,weiblich,DRITT-EU-25,Drittstaaten zu EU-25 (bis 31.12.2006),152100,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,EUROPA-EU-15,EU-15 (bis 30.04.2004),3040,Ausländer
2024-12-31,Bayern,weiblich,AMERIKANORD,Nordamerika,12700,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,,Insgesamt,83775,Ausländer
2024-12-31,Hessen,männlich,EUROPA-EG-12,EG-12 (bis 31.12.1994),102015,Ausländer
2024-12-31,Thüringen,weiblich,AFRIKAOST,Ostafrika,1330,Ausländer
2024-12-31,Sachsen,weiblich,EUROPA-EG-09,EG-9 (bis 31.12.1980),4450,Ausländer
2024-12-31,Hamburg,weiblich,AFRIKAZENTR,Zentralafrika,420,Ausländer
2024-12-31,Saarland,weiblich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),62580,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),1363515,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),54955,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,AMERIKASUD,Südamerika,3695,Ausländer
2024-12-31,Sachsen,weiblich,AUSTRALIEN,Australien und Ozeanien,165,Ausländer
2024-12-31,Brandenburg,weiblich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),2165,Ausländer
2024-12-31,Hamburg,männlich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),180240,Ausländer
2024-12-31,Bremen,weiblich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),58645,Ausländer
2024-12-31,Berlin,männlich,AMERIKA,Amerika,26310,Ausländer
2024-12-31,Hamburg,weiblich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),176465,Ausländer
2024-12-31,Saarland,weiblich,EUROPA-EG-10,EG-10 (bis 31.12.1985),15615,Ausländer
2024-12-31,Hamburg,weiblich,DRITT-EU-27,Drittstaaten zu EU-27 (bis 30.06.2013),142630,Ausländer
2024-12-31,Baden-Württemberg,weiblich,EUROPA-EU-28,EU-28 (bis 31.01.2020),425390,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,ASIENOST2,Ost- und Zentralasien,17735,Ausländer
2024-12-31,Saarland,weiblich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),61960,Ausländer
2024-12-31,Bayern,männlich,AMERIKA,Amerika,31430,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),1060775,Ausländer
2024-12-31,Baden-Württemberg,weiblich,,Insgesamt,1046155,Ausländer
2024-12-31,Sachsen,weiblich,LDR-GASTARB,Gastarbeiterländer,14520,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,845,Ausländer
2024-12-31,Hessen,weiblich,AFRIKA,Afrika,43780,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,ASIENVOR,Vorderasien,206940,Ausländer
2024-12-31,Baden-Württemberg,weiblich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),620765,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),1437400,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,AMERIKAMIT2,Mittelamerika und Karibik,5325,Ausländer
2024-12-31,Berlin,weiblich,LDR-GASTARB,Gastarbeiterländer,123400,Ausländer
2024-12-31,Saarland,weiblich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),63635,Ausländer
2024-12-31,Baden-Württemberg,weiblich,AMERIKAMIT2,Mittelamerika und Karibik,4270,Ausländer
2024-12-31,Hamburg,männlich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),177735,Ausländer
2024-12-31,Niedersachsen,männlich,LDR-GB,Vereinigtes Königreich einschl.brit.Überseegebiete,3915,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,AFRIKAOST,Ostafrika,835,Ausländer
2024-12-31,Sachsen,weiblich,AMERIKASUD,Südamerika,6880,Ausländer
2024-12-31,Niedersachsen,weiblich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),489765,Ausländer
2024-12-31,Baden-Württemberg,weiblich,ASIEN,Asien,161425,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,ASIENVOR,Vorderasien,28690,Ausländer
2024-12-31,Hamburg,weiblich,AMERIKAMIT2,Mittelamerika und Karibik,1635,Ausländer
2024-12-31,Hamburg,weiblich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),139610,Ausländer
2024-12-31,Baden-Württemberg,männlich,AFRIKAZENTR,Zentralafrika,5070,Ausländer
2024-12-31,Berlin,männlich,EUROPA-EG-10,EG-10 (bis 31.12.1985),60115,Ausländer
2024-12-31,Hamburg,weiblich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),6490,Ausländer
2024-12-31,Niedersachsen,weiblich,LDR-YU,Gebiet des ehemaligen Jugoslawien,37220,Ausländer
2024-12-31,Niedersachsen,männlich,AMERIKA,Amerika,12615,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,LDR-GB,Vereinigtes Königreich einschl.brit.Überseegebiete,1810,Ausländer
2024-12-31,Sachsen,männlich,AUSTRALIEN,Australien und Ozeanien,255,Ausländer
2024-12-31,Saarland,männlich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),33190,Ausländer
2024-12-31,Bremen,männlich,EUROPA-EU-15,EU-15 (bis 30.04.2004),7100,Ausländer
2024-12-31,Thüringen,männlich,ASIENSUED2,Süd- und Südostasien,6575,Ausländer
2024-12-31,Hamburg,männlich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,490,Ausländer
2024-12-31,Hessen,männlich,EUROPA-EG-10,EG-10 (bis 31.12.1985),78465,Ausländer
2024-12-31,Hessen,weiblich,AMERIKANORD,Nordamerika,6810,Ausländer
2024-12-31,Sachsen,männlich,LDR-SU,Gebiet der ehemaligen Sowjetunion,39195,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,AFRIKANORD,Nordafrika,1070,Ausländer
2024-12-31,Baden-Württemberg,weiblich,AFRIKASUED,Südafrika,1845,Ausländer
2024-12-31,Berlin,männlich,EUROPA-EU-25,EU-25 (bis 31.12.2006),123610,Ausländer
2024-12-31,Thüringen,männlich,LDR-SU,Gebiet der ehemaligen Sowjetunion,21080,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,AMERIKANORD,Nordamerika,395,Ausländer
2024-12-31,Sachsen,weiblich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),3680,Ausländer
2024-12-31,Brandenburg,männlich,AMERIKANORD,Nordamerika,905,Ausländer
2024-12-31,Bayern,männlich,LDR-YU,Gebiet des ehemaligen Jugoslawien,204580,Ausländer
2024-12-31,Brandenburg,männlich,LDR-SU,Gebiet der ehemaligen Sowjetunion,21710,Ausländer
2024-12-31,Hamburg,weiblich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),140830,Ausländer
2024-12-31,Brandenburg,weiblich,AMERIKANORD,Nordamerika,775,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,LDR-YU,Gebiet des ehemaligen Jugoslawien,8585,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),15560,Ausländer
2024-12-31,Hamburg,weiblich,AMERIKASUD,Südamerika,4680,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,ASIENVOR,Vorderasien,15195,Ausländer
2024-12-31,Bayern,männlich,ASIENVOR,Vorderasien,105780,Ausländer
2024-12-31,Hessen,weiblich,EUROPA-EG-09,EG-9 (bis 31.12.1980),48150,Ausländer
2024-12-31,Hamburg,männlich,AFRIKASUED,Südafrika,490,Ausländer
2024-12-31,Niedersachsen,weiblich,AMERIKANORD,Nordamerika,3080,Ausländer
2024-12-31,Hessen,männlich,EUROPA-EG-09,EG-9 (bis 31.12.1980),59535,Ausländer
2024-12-31,Bayern,weiblich,ASIEN,Asien,186840,Ausländer
2024-12-31,Baden-Württemberg,weiblich,LDR-SU,Gebiet der ehemaligen Sowjetunion,153020,Ausländer
2024-12-31,Sachsen,weiblich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),161700,Ausländer
2024-12-31,Saarland,weiblich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),64350,Ausländer
2024-12-31,Hessen,weiblich,,Insgesamt,650315,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,AFRIKAOST,Ostafrika,2860,Ausländer
2024-12-31,Schleswig-Holstein,männlich,AFRIKAOST,Ostafrika,3530,Ausländer
2024-12-31,Sachsen,männlich,EUROPA-EU-25,EU-25 (bis 31.12.2006),42375,Ausländer
2024-12-31,Thüringen,weiblich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),1295,Ausländer
2024-12-31,Berlin,weiblich,EUROPA-EU-25,EU-25 (bis 31.12.2006),115730,Ausländer
2024-12-31,Thüringen,männlich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,1980,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,EUROPA-EU-28,EU-28 (bis 31.01.2020),140215,Ausländer
2024-12-31,Hamburg,weiblich,EUROPA-EG-12,EG-12 (bis 31.12.1994),18365,Ausländer
2024-12-31,Hamburg,männlich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),191335,Ausländer
2024-12-31,Berlin,weiblich,ASIENOST2,Ost- und Zentralasien,26955,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,LDR-YU,Gebiet des ehemaligen Jugoslawien,148825,Ausländer
2024-12-31,Hamburg,männlich,EUROPA-EG-12,EG-12 (bis 31.12.1994),22525,Ausländer
2024-12-31,Niedersachsen,weiblich,EUROPA-EG-09,EG-9 (bis 31.12.1980),30470,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),158495,Ausländer
2024-12-31,Sachsen,männlich,ASIENVOR,Vorderasien,35875,Ausländer
2024-12-31,Sachsen,männlich,EUROPA-EU-27,EU-27 (bis 30.06.2013),55705,Ausländer
2024-12-31,Baden-Württemberg,männlich,AMERIKAMIT2,Mittelamerika und Karibik,3190,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,EUROPA-EU-27,EU-27 (bis 30.06.2013),132175,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,AFRIKASUED,Südafrika,310,Ausländer
2024-12-31,Berlin,weiblich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),448125,Ausländer
2024-12-31,Baden-Württemberg,männlich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),930845,Ausländer
2024-12-31,Hamburg,weiblich,AMERIKA,Amerika,8895,Ausländer
2024-12-31,Bayern,weiblich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),62260,Ausländer
2024-12-31,Sachsen,männlich,EUROPA-EU-28,EU-28 (bis 31.01.2020),57065,Ausländer
2024-12-31,Sachsen,männlich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),190665,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,ASIENSUED2,Süd- und Südostasien,6505,Ausländer
2024-12-31,Sachsen,männlich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),141485,Ausländer
2024-12-31,Hamburg,männlich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),152400,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,EUROPA-EG-09,EG-9 (bis 31.12.1980),2315,Ausländer
2024-12-31,Berlin,männlich,EUROPA-EU-15,EU-15 (bis 30.04.2004),83080,Ausländer
2024-12-31,Berlin,männlich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),462135,Ausländer
2024-12-31,Hamburg,weiblich,EUROPA-EG-10,EG-10 (bis 31.12.1985),11215,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,865,Ausländer
2024-12-31,Baden-Württemberg,weiblich,ASIENSUED2,Süd- und Südostasien,52505,Ausländer
2024-12-31,Sachsen,weiblich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,1975,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,6330,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),1805,Ausländer
2024-12-31,Niedersachsen,weiblich,ASIENSUED2,Süd- und Südostasien,23165,Ausländer
2024-12-31,Berlin,weiblich,DRITT-EU-27,Drittstaaten zu EU-27 (bis 30.06.2013),335550,Ausländer
2024-12-31,Schleswig-Holstein,männlich,AFRIKA,Afrika,9940,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,EUROPA,Europa,212255,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,AUSTRALIEN,Australien und Ozeanien,205,Ausländer
2024-12-31,Niedersachsen,männlich,AFRIKANORD,Nordafrika,9715,Ausländer
2024-12-31,Sachsen,männlich,LDR-GASTARB,Gastarbeiterländer,23730,Ausländer
2024-12-31,Baden-Württemberg,männlich,,Insgesamt,1141915,Ausländer
2024-12-31,Bayern,männlich,ASIENSUED2,Süd- und Südostasien,64090,Ausländer
2024-12-31,Brandenburg,männlich,EUROPA,Europa,63305,Ausländer
2024-12-31,Hamburg,weiblich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,5805,Ausländer
2024-12-31,Bremen,männlich,EUROPA,Europa,48325,Ausländer
2024-12-31,Bayern,männlich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,23940,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,EUROPA,Europa,50330,Ausländer
2024-12-31,Berlin,weiblich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),328785,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),1553990,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,485,Ausländer
2024-12-31,Niedersachsen,männlich,,Insgesamt,575630,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,AFRIKA,Afrika,19740,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,,Insgesamt,166880,Ausländer
2024-12-31,Saarland,männlich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,2165,Ausländer
2024-12-31,Sachsen,weiblich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),122540,Ausländer
2024-12-31,Hamburg,weiblich,EUROPA,Europa,113215,Ausländer
2024-12-31,Bayern,männlich,AFRIKAOST,Ostafrika,22425,Ausländer
2024-12-31,Hamburg,männlich,ASIENSUED2,Süd- und Südostasien,11600,Ausländer
2024-12-31,Sachsen,weiblich,DRITT-EU-27,Drittstaaten zu EU-27 (bis 30.06.2013),123360,Ausländer
2024-12-31,Schleswig-Holstein,männlich,ASIEN,Asien,62655,Ausländer
2024-12-31,Sachsen,männlich,AMERIKAMIT2,Mittelamerika und Karibik,950,Ausländer
2024-12-31,Berlin,weiblich,DRITT-EU-25,Drittstaaten zu EU-25 (bis 31.12.2006),363675,Ausländer
2024-12-31,Sachsen,männlich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),183410,Ausländer
2024-12-31,Hessen,weiblich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),416565,Ausländer
2024-12-31,Niedersachsen,männlich,AFRIKA,Afrika,36750,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),300440,Ausländer
2024-12-31,Berlin,weiblich,EUROPA-EU-27,EU-27 (bis 30.06.2013),143850,Ausländer
2024-12-31,Hessen,männlich,EUROPA,Europa,468785,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,2010,Ausländer
2024-12-31,Niedersachsen,männlich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,24390,Ausländer
2024-12-31,Niedersachsen,männlich,EUROPA-EU-25,EU-25 (bis 31.12.2006),138105,Ausländer
2024-12-31,Baden-Württemberg,männlich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),656310,Ausländer
2024-12-31,Hamburg,männlich,EUROPA-EG-10,EG-10 (bis 31.12.1985),14620,Ausländer
2024-12-31,Berlin,weiblich,EUROPA-EU-28,EU-28 (bis 31.01.2020),150620,Ausländer
2024-12-31,Berlin,weiblich,ASIEN,Asien,112100,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,LDR-YU,Gebiet des ehemaligen Jugoslawien,1355,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),267050,Ausländer
2024-12-31,Baden-Württemberg,weiblich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,68080,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),27085,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,DRITT-EU-25,Drittstaaten zu EU-25 (bis 31.12.2006),88210,Ausländer
2024-12-31,Thüringen,männlich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),72355,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,ASIENVOR,Vorderasien,7595,Ausländer
2024-12-31,Sachsen,weiblich,DRITT-EU-25,Drittstaaten zu EU-25 (bis 31.12.2006),132425,Ausländer
2024-12-31,Niedersachsen,männlich,EUROPA-EU-28,EU-28 (bis 31.01.2020),211040,Ausländer
2024-12-31,Bayern,weiblich,LDR-GASTARB,Gastarbeiterländer,378055,Ausländer
2024-12-31,Baden-Württemberg,männlich,ASIEN,Asien,193355,Ausländer
2024-12-31,Saarland,männlich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),68680,Ausländer
2024-12-31,Berlin,weiblich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,2790,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,AUSTRALIEN,Australien und Ozeanien,30,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,78815,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,EUROPA-EU-15,EU-15 (bis 30.04.2004),5075,Ausländer
2024-12-31,Saarland,männlich,,Insgesamt,84685,Ausländer
2024-12-31,Sachsen,männlich,AFRIKASUED,Südafrika,440,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,ASIENSUED2,Süd- und Südostasien,8835,Ausländer
2024-12-31,Baden-Württemberg,männlich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,76430,Ausländer
2024-12-31,Niedersachsen,männlich,EUROPA-EU-27,EU-27 (bis 30.06.2013),204565,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,LDR-YU,Gebiet des ehemaligen Jugoslawien,1735,Ausländer
2024-12-31,Schleswig-Holstein,männlich,LDR-SU,Gebiet der ehemaligen Sowjetunion,28010,Ausländer
2024-12-31,Thüringen,weiblich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),23310,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,AUSTRALIEN,Australien und Ozeanien,270,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,AFRIKASUED,Südafrika,65,Ausländer
2024-12-31,Berlin,männlich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,2075,Ausländer
2024-12-31,Hessen,männlich,DRITT-EU-25,Drittstaaten zu EU-25 (bis 31.12.2006),533090,Ausländer
2024-12-31,Berlin,weiblich,AFRIKAWEST,Westafrika,6065,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,DRITT-EU-27,Drittstaaten zu EU-27 (bis 30.06.2013),78840,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,ASIENOST2,Ost- und Zentralasien,5430,Ausländer
2024-12-31,Sachsen,männlich,ASIENSUED2,Süd- und Südostasien,16630,Ausländer
2024-12-31,Bremen,weiblich,LDR-SU,Gebiet der ehemaligen Sowjetunion,13260,Ausländer
2024-12-31,Bremen,männlich,AMERIKA,Amerika,1540,Ausländer
2024-12-31,Thüringen,weiblich,AMERIKA,Amerika,1580,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,AMERIKASUD,Südamerika,1955,Ausländer
2024-12-31,Hessen,männlich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),432805,Ausländer
2024-12-31,Brandenburg,weiblich,AUSTRALIEN,Australien und Ozeanien,110,Ausländer
2024-12-31,Brandenburg,männlich,DRITT-EU-25,Drittstaaten zu EU-25 (bis 31.12.2006),87435,Ausländer
2024-12-31,Niedersachsen,männlich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),36625,Ausländer
2024-12-31,Saarland,männlich,EUROPA,Europa,51450,Ausländer
2024-12-31,Hessen,weiblich,LDR-GASTARB,Gastarbeiterländer,234050,Ausländer
2024-12-31,Bayern,weiblich,EUROPA,Europa,849315,Ausländer
2024-12-31,Hessen,weiblich,LDR-SU,Gebiet der ehemaligen Sowjetunion,94295,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,AFRIKAWEST,Westafrika,36910,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,EUROPA-EU-25,EU-25 (bis 31.12.2006),86545,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),48275,Ausländer
2024-12-31,Sachsen,weiblich,ASIENVOR,Vorderasien,20725,Ausländer
2024-12-31,Hessen,weiblich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,25830,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,ASIENOST2,Ost- und Zentralasien,8400,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),32560,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,LDR-SU,Gebiet der ehemaligen Sowjetunion,35880,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,EUROPA-EG-10,EG-10 (bis 31.12.1985),3225,Ausländer
2024-12-31,Niedersachsen,männlich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),364590,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,AFRIKAOST,Ostafrika,5930,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),268610,Ausländer
2024-12-31,Niedersachsen,männlich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),539005,Ausländer
2024-12-31,Schleswig-Holstein,männlich,AMERIKASUD,Südamerika,1195,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,420,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),56400,Ausländer
2024-12-31,Bremen,weiblich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),75035,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),77960,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,AFRIKASUED,Südafrika,65,Ausländer
2024-12-31,Bremen,weiblich,EUROPA-EU-25,EU-25 (bis 31.12.2006),11915,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,AFRIKASUED,Südafrika,280,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,AUSTRALIEN,Australien und Ozeanien,70,Ausländer
2024-12-31,Hamburg,weiblich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),46845,Ausländer
2024-12-31,Brandenburg,männlich,DRITT-EU-27,Drittstaaten zu EU-27 (bis 30.06.2013),79750,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,LDR-YU,Gebiet des ehemaligen Jugoslawien,3510,Ausländer
2024-12-31,Bayern,männlich,DRITT-EU-25,Drittstaaten zu EU-25 (bis 31.12.2006),922120,Ausländer
2024-12-31,Hamburg,weiblich,LDR-SU,Gebiet der ehemaligen Sowjetunion,34250,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,AFRIKAZENTR,Zentralafrika,1415,Ausländer
2024-12-31,Bremen,weiblich,EUROPA-EU-28,EU-28 (bis 31.01.2020),18990,Ausländer
2024-12-31,Niedersachsen,männlich,DRITT-EU-25,Drittstaaten zu EU-25 (bis 31.12.2006),437525,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,EUROPA-EG-12,EG-12 (bis 31.12.1994),4525,Ausländer
2024-12-31,Schleswig-Holstein,männlich,AUSTRALIEN,Australien und Ozeanien,265,Ausländer
2024-12-31,Brandenburg,männlich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),79160,Ausländer
2024-12-31,Hessen,männlich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),428265,Ausländer
2024-12-31,Thüringen,weiblich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),83370,Ausländer
2024-12-31,Bayern,männlich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),695125,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,AMERIKASUD,Südamerika,400,Ausländer
2024-12-31,Niedersachsen,männlich,LDR-SU,Gebiet der ehemaligen Sowjetunion,75680,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,LDR-YU,Gebiet des ehemaligen Jugoslawien,4790,Ausländer
2024-12-31,Bremen,weiblich,EUROPA-EU-27,EU-27 (bis 30.06.2013),18370,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,LDR-SU,Gebiet der ehemaligen Sowjetunion,178005,Ausländer
2024-12-31,Bayern,männlich,DRITT-EU-27,Drittstaaten zu EU-27 (bis 30.06.2013),766470,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),135020,Ausländer
2024-12-31,Berlin,weiblich,LDR-YU,Gebiet des ehemaligen Jugoslawien,32920,Ausländer
2024-12-31,Niedersachsen,männlich,DRITT-EU-27,Drittstaaten zu EU-27 (bis 30.06.2013),371065,Ausländer
2024-12-31,Saarland,weiblich,EUROPA-EG-09,EG-9 (bis 31.12.1980),14900,Ausländer
2024-12-31,Bremen,männlich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),64615,Ausländer
