"Region ";"Beschäftigungsquote "
"Baden-Württemberg";"62,3"
"Bayern";"63,4"
"Berlin";"55,3"
"Brandenburg";"50,1"
"Bremen";"53,8"
"Hamburg";"57,5"
"Hessen";"60,5"
"Mecklenburg-Vorpommern";"46,8"
"Niedersachsen";"64,4"
"Nordrhein-Westfalen";"53,1"
"Rheinland-Pfalz";"62,7"
"Saarland";"51,1"
"Sachsen";"40,2"
"Sachsen-Anhalt";"66,7"
"Schleswig-Holstein";"55,0"
"Thüringen";"59,0"
