"Region ";"Beschäftigungsquote "
"Baden-Württemberg";"43,8"
"Bayern";"43,9"
"Berlin";"37,4"
"Brandenburg";"34,4"
"Bremen";"36,3"
"Hamburg";"42,5"
"Hessen";"38,9"
"Mecklenburg-Vorpommern";"37,9"
"Niedersachsen";"37,5"
"Nordrhein-Westfalen";"35,1"
"Rheinland-Pfalz";"40,2"
"Saarland";"36,7"
"Sachsen";"35,7"
"Sachsen-Anhalt";"32,6"
"Schleswig-Holstein";"36,7"
"Thüringen";"39,1"
