"Region ";"Beschäftigungsquote "
"Baden-Württemberg";"61,1"
"Bayern";"62,2"
"Berlin";"44,9"
"Brandenburg";"41,6"
"Bremen";"47,9"
"Hamburg";"51,2"
"Hessen";"54,2"
"Mecklenburg-Vorpommern";"30,4"
"Niedersachsen";"50,9"
"Nordrhein-Westfalen";"53,3"
"Rheinland-Pfalz";"56,0"
"Saarland";"52,3"
"Sachsen";"35,7"
"Sachsen-Anhalt";"35,1"
"Schleswig-Holstein";"48,4"
"Thüringen";"38,4"
